,Player,Nation,Age,Squad,Comp,Rk,Min,Gls,Ast,xG,npxG,xA,GCA,Def_GCA,Drib_GCA,Fld_GCA,OG_GCA,PassDead_GCA,PassLive_GCA,Sh_GCA,SCA,Def_SCA,Drib_SCA,Fld_SCA,PassDead_SCA,PassLive_SCA,Sh_SCA,Blocks,Press,Succ_Press,Tkl,TklW,Int,Tkl+Int,Clr,Att_Pass,Cmp_Pass,TotPrgDist_Pass,#Prog_Pass,TotPrgDist_Carried,TotDist_Carried,Oppon_Drib,Att_Drib,Recep,Att_Recep,Live_Touches,played_two_leagues
2219,David Soria,ESP,26,Getafe,La Liga,2368,3420,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0,0,0,5.0,1130.0,503.0,21648.0,1.0,2550.0,3517.0,0.0,0.0,301.0,303.0,728.0,False
2220,Bruno Soriano,ESP,35,Villarreal,La Liga,2369,263,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,40.0,10.0,5.0,4,1,6,6.0,267.0,252.0,1116.0,14.0,325.0,847.0,2.0,2.0,238.0,244.0,279.0,False
2221,Juan Soriano,ESP,21,Leganés,La Liga,2370,990,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,297.0,168.0,4092.0,0.0,442.0,826.0,0.0,0.0,110.0,110.0,205.0,False
2222,Roberto Soriano,ITA,28,Bologna,Serie A,2371,2469,5,5,3.8,3.8,5.3,12.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,106.0,3.0,5.0,8.0,0.0,87.0,2.0,31.0,455.0,134.0,52.0,37,10,62,20.0,1227.0,1031.0,5019.0,148.0,4204.0,8139.0,29.0,41.0,1158.0,1388.0,1459.0,False
2223,Riccardo Sottil,ITA,20,Fiorentina,Serie A,2372,514,0,0,0.7,0.7,0.6,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,0.0,4.0,4.0,0.0,12.0,3.0,9.0,72.0,12.0,5.0,3,0,5,0.0,206.0,160.0,376.0,10.0,1268.0,2183.0,19.0,21.0,235.0,300.0,287.0,False
2224,Tomas Soucek,CZE,24,West Ham, Premier League,2373,1040,3,0,2.2,2.2,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,7.0,0.0,16.0,240.0,77.0,35.0,25,15,50,38.0,392.0,274.0,1163.0,23.0,318.0,838.0,2.0,6.0,291.0,377.0,525.0,False
2225,Boubakary Soumare,FRA,20,Lille,Ligue 1,2376,1213,0,0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0,0.0,0.0,21.0,0.0,17.0,233.0,72.0,22.0,17,13,35,10.0,746.0,673.0,2988.0,64.0,1777.0,4080.0,20.0,21.0,639.0,676.0,841.0,False
2226,Bryan Soumare,FRA,20,Dijon,Ligue 1,2377,384,0,0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,77.0,25.0,10.0,7,2,12,1.0,147.0,99.0,451.0,13.0,599.0,1137.0,11.0,16.0,125.0,166.0,180.0,False
2227,Arnaud Souquet,FRA,27,Montpellier,Ligue 1,2378,2016,2,0,0.6,0.5,1.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,1.0,4.0,3.0,29.0,1.0,43.0,433.0,111.0,57.0,28,13,70,63.0,1064.0,809.0,5981.0,86.0,2725.0,4658.0,29.0,48.0,714.0,809.0,1090.0,False
2228,Djibril Sow,SUI,22,Eint Frankfurt,Bundesliga,2379,1746,1,3,1.3,1.3,2.5,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,45.0,2.0,1.0,2.0,3.0,36.0,1.0,26.0,497.0,154.0,62.0,39,22,84,31.0,876.0,717.0,3404.0,75.0,2037.0,4276.0,14.0,25.0,700.0,852.0,1088.0,False
2229,Caglar Soyuncu,TUR,23,Leicester City, Premier League,2380,3036,1,1,2.3,2.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,10.0,2.0,49.0,298.0,119.0,73.0,47,26,99,222.0,2238.0,2034.0,12075.0,80.0,4674.0,10460.0,19.0,22.0,1829.0,1852.0,2579.0,False
2230,Nikolas Spalek,SVK,22,Brescia,Serie A,2381,1579,2,1,3.8,3.8,1.8,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,3.0,2.0,23.0,2.0,23.0,497.0,116.0,21.0,14,6,27,10.0,446.0,304.0,1079.0,26.0,1768.0,3031.0,14.0,36.0,431.0,627.0,619.0,False
2231,Leonardo Spinazzola,ITA,26,Roma,Serie A,2382,1548,1,2,1.3,1.3,2.9,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,58.0,1.0,5.0,0.0,2.0,48.0,1.0,34.0,203.0,62.0,18.0,10,8,26,44.0,1018.0,813.0,4640.0,56.0,4303.0,6940.0,27.0,45.0,756.0,817.0,1021.0,False
2232,Marco Sportiello,ITA,27,Atalanta,Serie A,2383,525,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,152.0,130.0,1383.0,0.0,150.0,325.0,0.0,0.0,73.0,73.0,126.0,False
2233,Mattia Sprocati,ITA,26,Parma,Serie A,2384,590,1,0,1.1,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,9.0,2.0,10.0,92.0,31.0,4.0,3,2,6,2.0,207.0,145.0,660.0,18.0,883.0,1445.0,10.0,18.0,193.0,263.0,267.0,False
2234,Bassem Srarfi,TUN,22,Nice,Ligue 1,2385,133,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,23.0,2.0,0.0,0,1,1,0.0,50.0,42.0,94.0,3.0,224.0,403.0,1.0,2.0,52.0,64.0,62.0,False
2235,Jerry St Juste,NED,22,Mainz 05,Bundesliga,2388,2113,2,2,0.8,0.8,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,7.0,2.0,49.0,342.0,124.0,53.0,36,37,90,130.0,962.0,854.0,6242.0,42.0,2425.0,4785.0,9.0,13.0,733.0,752.0,1223.0,False
2236,Jack Stacey,ENG,23,Bournemouth, Premier League,2389,1549,0,2,0.3,0.3,2.2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,2.0,0.0,0.0,14.0,0.0,41.0,241.0,62.0,21.0,13,14,35,53.0,780.0,560.0,4004.0,48.0,1932.0,3395.0,19.0,26.0,478.0,550.0,809.0,False
2237,Kostas Stafylidis,GRE,25,Hoffenheim,Bundesliga,2390,398,1,0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,8.0,2.0,15.0,41.0,7.0,7.0,0,6,13,11.0,189.0,149.0,1070.0,13.0,212.0,557.0,5.0,5.0,123.0,139.0,203.0,False
2238,Benjamin Stambouli,FRA,28,Schalke 04,Bundesliga,2391,810,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,131.0,49.0,28.0,21,17,45,45.0,460.0,368.0,3004.0,35.0,1184.0,2262.0,4.0,5.0,338.0,340.0,547.0,False
2239,Junior Stanislas,ENG,29,Bournemouth, Premier League,2392,712,3,0,1.6,0.8,0.8,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,24.0,0.0,2.0,0.0,7.0,13.0,2.0,9.0,107.0,34.0,10.0,6,1,11,2.0,310.0,222.0,1365.0,31.0,978.0,1781.0,14.0,21.0,255.0,309.0,348.0,False
2240,Niklas Stark,GER,24,Hertha BSC,Bundesliga,2393,1731,1,0,0.9,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,2.0,34.0,272.0,73.0,39.0,24,15,54,136.0,848.0,710.0,5701.0,59.0,2335.0,4415.0,5.0,8.0,684.0,699.0,1058.0,False
2241,Jed Steer,ENG,26,Aston Villa, Premier League,2394,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False
2242,Renato Steffen,SUI,27,Wolfsburg,Bundesliga,2395,1585,6,3,4.5,4.5,2.8,8.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,47.0,2.0,3.0,3.0,1.0,37.0,1.0,32.0,397.0,121.0,27.0,17,19,46,17.0,727.0,550.0,3187.0,71.0,2195.0,3715.0,35.0,45.0,610.0,764.0,879.0,False
2243,Zack Steffen,USA,24,Düsseldorf,Bundesliga,2396,1530,0,0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0,1,1,3.0,620.0,441.0,10278.0,1.0,920.0,1495.0,0.0,0.0,247.0,247.0,464.0,False
2244,Dale Stephens,ENG,30,Brighton, Premier League,2397,2530,0,1,0.5,0.5,1.1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,41.0,1.0,0.0,0.0,0.0,38.0,2.0,43.0,465.0,150.0,76.0,40,39,115,46.0,1641.0,1421.0,7023.0,138.0,2262.0,6018.0,10.0,11.0,1319.0,1388.0,1884.0,False
2245,Jack Stephens,ENG,25,Southampton, Premier League,2398,2451,1,3,0.7,0.7,1.3,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,1.0,1.0,0.0,1.0,13.0,0.0,60.0,223.0,78.0,56.0,35,18,74,183.0,1199.0,906.0,7435.0,83.0,2799.0,5001.0,8.0,12.0,840.0,862.0,1498.0,False
2246,Mariusz Stepinski,POL,24,Hellas Verona,Serie A,2399,706,3,1,2.9,2.9,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,7.0,1.0,6.0,138.0,38.0,6.0,4,1,7,8.0,171.0,115.0,128.0,1.0,323.0,911.0,4.0,6.0,198.0,415.0,267.0,False
2247,Raheem Sterling,ENG,24,Manchester City, Premier League,2400,2651,20,1,17.1,15.1,7.0,11.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,117.0,1.0,10.0,11.0,1.0,82.0,12.0,25.0,412.0,132.0,41.0,29,10,51,8.0,1217.0,983.0,2795.0,87.0,5850.0,8795.0,67.0,128.0,1343.0,1688.0,1616.0,False
2248,Enda Stevens,IRL,29,Sheffield Utd, Premier League,2401,3345,2,4,1.2,1.2,4.7,9.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,67.0,0.0,4.0,0.0,6.0,54.0,3.0,76.0,606.0,161.0,76.0,43,24,100,90.0,1895.0,1405.0,9869.0,171.0,4618.0,8147.0,64.0,87.0,1351.0,1477.0,1980.0,False
2249,Marco Stiepermann,GER,28,Norwich City, Premier League,2402,1180,0,0,1.5,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,5.0,0.0,0.0,27.0,1.0,15.0,257.0,53.0,18.0,7,3,21,16.0,405.0,291.0,1192.0,38.0,1445.0,2462.0,22.0,34.0,404.0,574.0,534.0,False
2250,Lars Stindl,GER,30,M'Gladbach,Bundesliga,2403,1432,9,3,6.5,5.0,3.3,12.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,62.0,2.0,3.0,4.0,0.0,52.0,1.0,25.0,378.0,108.0,37.0,25,8,45,6.0,762.0,616.0,1770.0,49.0,1060.0,2264.0,15.0,26.0,714.0,932.0,916.0,False
2251,Kevin Stoger,AUT,25,Düsseldorf,Bundesliga,2404,1268,0,4,0.8,0.8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,51.0,0.0,3.0,5.0,9.0,32.0,2.0,31.0,264.0,87.0,26.0,20,20,46,7.0,969.0,777.0,4004.0,82.0,1743.0,3724.0,24.0,31.0,756.0,812.0,1003.0,False
2252,Vlatko Stojanovski,MKD,22,Nîmes,Ligue 1,2405,123,0,0,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,19.0,7.0,2.0,2,1,3,1.0,28.0,20.0,36.0,0.0,17.0,92.0,1.0,2.0,28.0,61.0,39.0,False
2253,John Stones,ENG,25,Manchester City, Premier League,2406,1122,0,0,0.6,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,90.0,39.0,19.0,12,2,21,38.0,1016.0,966.0,5928.0,54.0,3323.0,5541.0,4.0,4.0,852.0,866.0,1086.0,False
2254,Thomas Strakosha,ALB,24,Lazio,Serie A,2407,3420,0,0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,4.0,0.0,0.0,0,0,0,1.0,1223.0,953.0,15761.0,0.0,2072.0,3808.0,1.0,1.0,625.0,626.0,951.0,False
2255,Tobias Strobl,GER,29,M'Gladbach,Bundesliga,2408,615,0,0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,124.0,39.0,18.0,14,8,26,6.0,394.0,347.0,2330.0,38.0,588.0,1219.0,5.0,5.0,314.0,323.0,438.0,False
2256,Christian Strohdiek,GER,31,Paderborn 07,Bundesliga,2409,1363,1,2,1.3,1.3,1.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,14.0,1.0,30.0,136.0,36.0,28.0,15,13,41,119.0,634.0,477.0,5125.0,42.0,1397.0,2513.0,1.0,1.0,437.0,459.0,795.0,False
2257,Kevin Strootman,NED,29,Marseille,Ligue 1,2410,1416,2,3,1.4,0.7,0.8,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,0.0,1.0,27.0,1.0,31.0,294.0,88.0,45.0,27,11,56,35.0,941.0,824.0,4225.0,80.0,1773.0,3510.0,3.0,6.0,737.0,779.0,1050.0,False
2258,Jens Stryger Larsen,DEN,28,Udinese,Serie A,2411,2789,1,3,1.6,1.6,1.9,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,2.0,0.0,2.0,48.0,0.0,38.0,336.0,85.0,39.0,22,15,54,50.0,1628.0,1231.0,10131.0,137.0,3065.0,5721.0,23.0,32.0,1196.0,1342.0,1560.0,False
2259,Stefano Sturaro,ITA,26,Genoa,Serie A,2412,1252,1,2,2.2,2.2,1.1,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,28.0,0.0,2.0,5.0,2.0,15.0,4.0,27.0,285.0,86.0,35.0,26,10,45,30.0,498.0,366.0,2030.0,37.0,1178.0,2522.0,18.0,30.0,433.0,527.0,668.0,False
2260,Damian Suarez,URU,31,Getafe,La Liga,2413,2592,1,4,0.8,0.8,2.4,9.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,75.0,0.0,5.0,5.0,22.0,41.0,2.0,45.0,493.0,154.0,69.0,49,14,83,82.0,1515.0,992.0,11322.0,185.0,1999.0,3579.0,25.0,36.0,717.0,807.0,1268.0,False
2261,Denis Suarez,ESP,25,Celta Vigo,La Liga,2414,1630,1,5,2.3,1.5,4.6,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,57.0,1.0,3.0,1.0,14.0,37.0,1.0,19.0,314.0,77.0,25.0,16,11,36,7.0,876.0,664.0,3793.0,80.0,4470.0,7117.0,60.0,101.0,822.0,954.0,1014.0,False
2262,Luis Suarez,URU,32,Barcelona,La Liga,2415,1998,16,8,13.9,13.2,3.7,17.0,0.0,2.0,1.0,0.0,0.0,13.0,1.0,74.0,1.0,13.0,3.0,0.0,51.0,6.0,13.0,191.0,48.0,3.0,2,1,4,6.0,697.0,529.0,1146.0,35.0,1529.0,2529.0,26.0,52.0,777.0,1146.0,887.0,False
2263,Mathias Suarez,URU,23,Montpellier,Ligue 1,2416,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,2.0,2,1,3,2.0,27.0,19.0,169.0,0.0,3.0,30.0,0.0,1.0,14.0,16.0,24.0,False
2264,Neven Subotic,SRB,30,Union Berlin,Bundesliga,2417,1965,1,0,0.8,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,11.0,1.0,35.0,250.0,93.0,39.0,22,25,64,141.0,737.0,539.0,5025.0,66.0,1587.0,2931.0,3.0,5.0,488.0,511.0,981.0,False
2265,Isaac Success,NGA,23,Watford, Premier League,2418,70,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,14.0,2.0,0.0,0,1,1,0.0,21.0,14.0,37.0,1.0,96.0,167.0,2.0,4.0,27.0,55.0,33.0,False
2266,Marek Suchy,CZE,31,Augsburg,Bundesliga,2419,397,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,8.0,8.0,4,4,12,22.0,192.0,164.0,1352.0,5.0,386.0,754.0,1.0,1.0,146.0,147.0,229.0,False
2267,Niklas Sule,GER,23,Bayern Munich,Bundesliga,2420,641,0,1,0.2,0.2,0.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,45.0,16.0,9.0,4,5,14,31.0,612.0,570.0,4119.0,37.0,1551.0,2767.0,2.0,2.0,547.0,549.0,677.0,False
2268,Stoppila Sunzu,ZAM,30,Metz,Ligue 1,2423,1352,0,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,27.0,122.0,33.0,21.0,12,15,36,91.0,520.0,454.0,3153.0,10.0,579.0,1536.0,3.0,3.0,390.0,403.0,668.0,False
2269,Andrew Surman,ENG,32,Bournemouth, Premier League,2424,235,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,45.0,11.0,5.0,2,1,6,6.0,127.0,102.0,487.0,7.0,94.0,325.0,1.0,1.0,79.0,83.0,139.0,False
2270,Sam Surridge,ENG,21,Bournemouth, Premier League,2425,27,0,0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,0,1,1,0.0,10.0,4.0,22.0,1.0,46.0,72.0,1.0,2.0,17.0,36.0,20.0,False
2271,Bosko Sutalo,CRO,19,Atalanta,Serie A,2428,280,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,43.0,11.0,3.0,2,4,7,9.0,172.0,150.0,936.0,10.0,456.0,873.0,3.0,4.0,135.0,140.0,198.0,False
2272,Markus Suttner,AUT,32,Düsseldorf,Bundesliga,2429,1339,0,1,0.5,0.5,0.6,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,33.0,2.0,0.0,1.0,6.0,21.0,3.0,40.0,214.0,60.0,28.0,17,8,36,44.0,830.0,603.0,5578.0,84.0,1528.0,2787.0,5.0,8.0,557.0,606.0,859.0,False
2273,Mattias Svanberg,SWE,20,Bologna,Serie A,2430,1051,1,2,2.1,2.1,1.4,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,42.0,4.0,1.0,4.0,4.0,26.0,3.0,22.0,268.0,56.0,17.0,14,9,26,14.0,417.0,342.0,1597.0,32.0,1270.0,2227.0,13.0,19.0,402.0,463.0,556.0,False
2274,Issiaga Sylla,GUI,25,Toulouse,Ligue 1,2431,2520,0,2,1.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.0,3.0,0.0,1.0,2.0,34.0,0.0,87.0,409.0,127.0,74.0,51,46,120,117.0,1461.0,1080.0,8113.0,106.0,3958.0,6389.0,29.0,48.0,934.0,1050.0,1601.0,False
2275,Moussa Sylla,FRA,19,Monaco,Ligue 1,2432,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0.0,2.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,4.0,3.0,False
2276,Eddy Sylvestre,FRA,19,Nice,Ligue 1,2433,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0,0,0.0,18.0,14.0,47.0,2.0,26.0,88.0,2.0,2.0,19.0,24.0,23.0,False
2277,Adam Szalai,HUN,31,Mainz 05,Bundesliga,2434,1147,1,1,4.8,4.8,1.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,33.0,0.0,3.0,2.0,0.0,24.0,3.0,11.0,221.0,57.0,7.0,4,4,11,14.0,308.0,198.0,588.0,17.0,499.0,1095.0,14.0,23.0,363.0,631.0,463.0,False
2278,Wojciech Szczesny,POL,29,Juventus,Serie A,2435,2591,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0,2.0,761.0,656.0,8724.0,0.0,695.0,1553.0,0.0,0.0,319.0,323.0,589.0,False
2279,Andrea Tabanelli,ITA,29,Lecce,Serie A,2436,964,1,0,0.9,0.9,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,2.0,9.0,0.0,20.0,206.0,47.0,18.0,12,11,29,18.0,353.0,281.0,1237.0,26.0,1372.0,2471.0,15.0,23.0,344.0,417.0,491.0,False
2280,Tachi,ESP,21,Alavés,La Liga,2437,238,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,6.0,2.0,1,2,4,16.0,59.0,43.0,402.0,2.0,54.0,106.0,0.0,0.0,36.0,40.0,80.0,False
2281,Panagiotis Tachtsidis,GRE,28,Lecce,Serie A,2438,2003,0,2,0.7,0.7,1.3,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,50.0,2.0,0.0,4.0,1.0,42.0,1.0,40.0,437.0,127.0,61.0,44,25,86,43.0,1200.0,944.0,6687.0,136.0,3127.0,5505.0,25.0,32.0,928.0,972.0,1384.0,False
2282,Jonathan Tah,GER,23,Leverkusen,Bundesliga,2439,2092,0,1,0.2,0.2,0.5,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,11.0,0.0,45.0,240.0,82.0,39.0,18,28,67,146.0,2023.0,1831.0,11020.0,109.0,4601.0,9216.0,14.0,16.0,1675.0,1703.0,2252.0,False
2283,Flavien Tait,FRA,26,Rennes,Ligue 1,2440,885,2,2,1.3,1.3,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0,0.0,5.0,3.0,0.0,28.0,1.0,10.0,213.0,56.0,23.0,14,5,28,7.0,410.0,304.0,1309.0,48.0,1970.0,2987.0,20.0,38.0,401.0,496.0,526.0,False
2284,Mahdi Talal,FRA,21,Amiens,Ligue 1,2441,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,0,0,0,1.0,4.0,3.0,37.0,0.0,36.0,46.0,0.0,0.0,7.0,12.0,11.0,False
2285,Japhet Tanganga,ENG,20,Tottenham, Premier League,2444,525,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,95.0,30.0,20.0,15,9,29,33.0,232.0,188.0,1096.0,11.0,455.0,855.0,7.0,10.0,156.0,171.0,286.0,False
2286,Adil Taoui,FRA,17,Toulouse,Ligue 1,2445,25,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,4.0,4.0,False
2287,Edmond Tapsoba,BFA,20,Leverkusen,Bundesliga,2446,1058,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,23.0,128.0,42.0,30.0,19,3,33,67.0,1096.0,1010.0,5892.0,29.0,2608.0,4872.0,5.0,8.0,916.0,925.0,1195.0,False
2288,Matt Targett,ENG,23,Aston Villa, Premier League,2447,2291,1,2,0.5,0.5,2.7,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,56.0,2.0,0.0,1.0,6.0,46.0,1.0,68.0,372.0,109.0,57.0,33,21,78,88.0,1219.0,894.0,7327.0,118.0,1853.0,3294.0,14.0,23.0,771.0,833.0,1264.0,False
2289,Rodrigo Tarin,ESP,23,Leganés,La Liga,2448,951,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,72.0,25.0,11.0,7,1,12,87.0,239.0,191.0,1455.0,6.0,409.0,807.0,0.0,0.0,156.0,162.0,341.0,False
2290,James Tarkowski,ENG,26,Burnley, Premier League,2449,3420,2,2,2.4,2.4,2.2,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,27.0,1.0,0.0,0.0,0.0,22.0,4.0,85.0,313.0,100.0,76.0,51,43,119,329.0,1250.0,913.0,7318.0,69.0,1423.0,3501.0,16.0,16.0,792.0,832.0,1785.0,False
2291,Ciprian Tatarusanu,ROU,33,Lyon,Ligue 1,2450,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,59.0,54.0,1131.0,0.0,71.0,106.0,0.0,0.0,27.0,27.0,56.0,False
