,Player,Nation,Age,Squad,Comp,Rk,Min,Gls,Ast,xG,npxG,xA,GCA,Def_GCA,Drib_GCA,Fld_GCA,OG_GCA,PassDead_GCA,PassLive_GCA,Sh_GCA,SCA,Def_SCA,Drib_SCA,Fld_SCA,PassDead_SCA,PassLive_SCA,Sh_SCA,Blocks,Press,Succ_Press,Tkl,TklW,Int,Tkl+Int,Clr,Att_Pass,Cmp_Pass,TotPrgDist_Pass,#Prog_Pass,TotPrgDist_Carried,TotDist_Carried,Oppon_Drib,Att_Drib,Recep,Att_Recep,Live_Touches,played_two_leagues
388,Mahdi Camara,FRA,21,Saint-Étienne,Ligue 1,428,901,0,0,0.3,0.3,0.1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,1.0,0.0,7.0,0.0,24.0,266.0,63.0,40.0,24,13,53,10.0,463.0,388.0,1033.0,23.0,1160.0,2811.0,11.0,14.0,399.0,448.0,581.0,False
389,Souleymane Camara,SEN,36,Montpellier,Ligue 1,429,163,0,0,0.4,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,33.0,8.0,1.0,0,0,1,1.0,43.0,33.0,170.0,6.0,82.0,219.0,2.0,2.0,53.0,114.0,61.0,False
390,Gil Bastiao Dias,POR,22,Granada / Monaco,La Liga / Ligue 1,429,1413,0,1,1.4,1.4,2.1,5.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,45.0,3.0,4.0,2.0,3.0,27.0,6.0,29.0,393.0,114.0,75.0,43,17,92,34.0,777.0,617.0,3776.0,85.0,3371.0,5148.0,39.0,54.0,574.0,669.0,889.0,True
391,Eduardo Camavinga,FRA,16,Rennes,Ligue 1,432,2107,1,2,1.0,1.0,0.7,6.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,30.0,1.0,2.0,7.0,0.0,20.0,0.0,36.0,574.0,187.0,98.0,58,24,122,49.0,985.0,879.0,3009.0,56.0,3115.0,5973.0,14.0,18.0,819.0,902.0,1274.0,False
392,Sergio Camello,ESP,18,Atlético Madrid,La Liga,433,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1,0,1,0.0,5.0,2.0,11.0,1.0,8.0,14.0,0.0,0.0,7.0,12.0,8.0,False
393,Jose Campana,ESP,26,Levante,La Liga,434,3156,2,7,2.6,2.6,5.1,12.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,134.0,3.0,7.0,6.0,23.0,91.0,4.0,51.0,598.0,156.0,39.0,25,26,65,55.0,2121.0,1650.0,10237.0,217.0,6067.0,10941.0,61.0,85.0,1751.0,1939.0,2311.0,False
394,Xisco Campos,ESP,37,Mallorca,La Liga,435,473,0,1,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,63.0,22.0,7.0,5,9,16,36.0,198.0,153.0,1077.0,2.0,207.0,681.0,0.0,0.0,142.0,146.0,255.0,False
395,Victor Campuzano,ESP,22,Espanyol,La Liga,436,870,0,0,1.4,1.4,0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,2.0,4.0,0.0,6.0,4.0,5.0,215.0,53.0,14.0,13,1,15,4.0,151.0,99.0,324.0,8.0,777.0,1280.0,11.0,15.0,171.0,394.0,253.0,False
396,Sergio Canales,ESP,28,Betis,La Liga,439,3163,6,6,7.0,4.0,5.7,14.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,138.0,0.0,4.0,4.0,28.0,99.0,3.0,44.0,379.0,85.0,30.0,25,8,38,17.0,2221.0,1865.0,7041.0,138.0,7584.0,13275.0,54.0,71.0,1932.0,2155.0,2296.0,False
397,Joao Cancelo,POR,25,Manchester City, Premier League,440,1208,0,0,0.5,0.5,1.7,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,1.0,6.0,2.0,1.0,32.0,2.0,12.0,174.0,59.0,44.0,26,16,60,27.0,1147.0,1008.0,5054.0,88.0,2718.0,4996.0,49.0,63.0,931.0,970.0,1195.0,False
398,Antonio Candreva,ITA,32,Inter,Serie A,441,1993,5,7,2.4,2.4,5.6,13.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,78.0,0.0,3.0,2.0,12.0,57.0,4.0,46.0,198.0,55.0,19.0,13,14,33,25.0,1371.0,1053.0,7319.0,124.0,3779.0,6561.0,13.0,27.0,1095.0,1207.0,1356.0,False
399,Gianmarco Cangiano,ITA,17,Bologna,Serie A,442,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1,1,2,0.0,12.0,9.0,21.0,1.0,46.0,97.0,3.0,4.0,9.0,10.0,15.0,False
400,Todd Cantwell,ENG,21,Norwich City, Premier League,443,2489,6,2,5.8,5.8,2.8,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,74.0,1.0,6.0,6.0,0.0,58.0,3.0,58.0,577.0,150.0,49.0,29,12,61,35.0,1106.0,884.0,3044.0,77.0,3728.0,6985.0,61.0,94.0,1111.0,1401.0,1479.0,False
401,Ander Capa,ESP,27,Athletic Club,La Liga,444,2872,3,4,1.1,1.1,3.4,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,1.0,5.0,1.0,7.0,35.0,0.0,56.0,438.0,113.0,58.0,32,20,78,99.0,1598.0,1188.0,8414.0,107.0,4595.0,6938.0,57.0,76.0,1003.0,1142.0,1570.0,False
402,Pierrick Capelle,FRA,32,Angers,Ligue 1,445,1747,1,2,2.1,2.1,1.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,3.0,2.0,2.0,1.0,32.0,0.0,26.0,455.0,107.0,46.0,35,17,63,36.0,790.0,646.0,3077.0,59.0,2335.0,4642.0,26.0,39.0,712.0,874.0,1009.0,False
403,Etienne Capoue,FRA,31,Watford, Premier League,446,2627,0,3,0.8,0.8,3.1,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,44.0,1.0,2.0,3.0,6.0,32.0,0.0,53.0,662.0,172.0,81.0,55,43,124,70.0,1430.0,1158.0,6424.0,118.0,1964.0,4354.0,33.0,44.0,995.0,1053.0,1671.0,False
404,Francesco Caputo,ITA,31,Sassuolo,Serie A,449,2931,21,7,15.7,14.2,6.0,16.0,0.0,3.0,2.0,0.0,0.0,10.0,1.0,93.0,0.0,4.0,6.0,0.0,81.0,2.0,17.0,375.0,100.0,8.0,5,1,9,9.0,812.0,635.0,991.0,35.0,1843.0,3636.0,26.0,41.0,864.0,1353.0,1007.0,False
405,Maxence Caqueret,FRA,19,Lyon,Ligue 1,450,568,0,0,0.2,0.2,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,12.0,1.0,17.0,237.0,67.0,18.0,11,7,25,5.0,390.0,338.0,1780.0,46.0,637.0,1438.0,6.0,14.0,352.0,377.0,467.0,False
406,Andrea Carboni,ITA,18,Cagliari,Serie A,451,368,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,52.0,7.0,7.0,2,5,12,17.0,163.0,134.0,1150.0,11.0,582.0,850.0,0.0,0.0,122.0,127.0,192.0,False
407,Irvin Cardona,FRA,21,Brest,Ligue 1,452,1450,6,3,6.3,6.3,1.8,5.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,33.0,1.0,3.0,3.0,0.0,23.0,3.0,15.0,331.0,94.0,16.0,11,3,19,7.0,441.0,290.0,1286.0,37.0,1880.0,3169.0,12.0,37.0,504.0,741.0,653.0,False
408,Marc Cardona,ESP,24,Osasuna,La Liga,453,705,1,2,1.9,1.9,1.4,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,13.0,1.0,7.0,150.0,47.0,2.0,2,0,2,4.0,184.0,135.0,331.0,10.0,797.0,1350.0,11.0,17.0,201.0,364.0,250.0,False
409,Diego Carlos,BRA,26,Sevilla,La Liga,454,3134,2,0,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0,0.0,1.0,13.0,1.0,57.0,187.0,75.0,45.0,34,18,63,240.0,1847.0,1600.0,11737.0,55.0,2157.0,5630.0,8.0,9.0,1479.0,1501.0,2166.0,False
410,Lionel Carole,FRA,28,Strasbourg,Ligue 1,455,1272,0,0,0.2,0.2,0.7,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,1.0,1.0,3.0,24.0,0.0,16.0,140.0,40.0,20.0,8,13,33,34.0,797.0,623.0,5552.0,84.0,2245.0,3749.0,16.0,24.0,595.0,640.0,800.0,False
411,Yannick Carrasco,BEL,25,Atlético Madrid,La Liga,456,631,1,2,1.7,1.7,0.7,7.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,25.0,0.0,3.0,6.0,5.0,10.0,1.0,11.0,148.0,38.0,13.0,7,5,18,2.0,232.0,174.0,902.0,24.0,1236.0,1912.0,20.0,33.0,226.0,319.0,324.0,False
412,Daniel Carrico,POR,30,Sevilla,La Liga,457,847,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,47.0,14.0,11.0,9,3,14,44.0,542.0,502.0,3037.0,18.0,1094.0,2177.0,3.0,3.0,448.0,451.0,598.0,False
413,Guido Carrillo,ARG,28,Leganés,La Liga,458,1213,1,2,4.9,4.7,0.3,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,3.0,0.0,21.0,5.0,14.0,251.0,64.0,16.0,10,3,19,15.0,340.0,232.0,561.0,24.0,224.0,832.0,5.0,8.0,354.0,593.0,484.0,False
414,Andy Carroll,ENG,30,Newcastle Utd, Premier League,459,632,0,4,0.9,0.9,1.6,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,1.0,0.0,19.0,0.0,7.0,82.0,26.0,7.0,1,3,10,21.0,207.0,134.0,483.0,15.0,218.0,669.0,6.0,8.0,232.0,404.0,315.0,False
415,Dani Carvajal,ESP,27,Real Madrid,La Liga,460,2738,1,5,2.7,2.7,4.3,6.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,74.0,0.0,4.0,2.0,6.0,61.0,1.0,71.0,442.0,132.0,70.0,53,39,109,36.0,2432.0,2058.0,12111.0,157.0,5122.0,8696.0,32.0,57.0,1865.0,1976.0,2428.0,False
416,Matis Carvalho,POR,20,Montpellier,Ligue 1,461,72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,27.0,13.0,230.0,0.0,30.0,90.0,0.0,0.0,7.0,7.0,18.0,False
417,William Carvalho,POR,27,Betis,La Liga,462,892,0,0,0.5,0.5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,1.0,0.0,0.0,12.0,0.0,13.0,105.0,28.0,10.0,7,2,12,13.0,634.0,564.0,2488.0,41.0,1170.0,2355.0,15.0,17.0,551.0,579.0,686.0,False
418,Casemiro,BRA,27,Real Madrid,La Liga,463,3088,4,3,3.6,3.6,0.4,7.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,54.0,6.0,0.0,4.0,0.0,40.0,4.0,83.0,605.0,219.0,112.0,75,37,149,79.0,2186.0,1826.0,9485.0,145.0,3365.0,6120.0,23.0,33.0,1734.0,1829.0,2571.0,False
419,Moreto Cassama,GNB,21,Reims,Ligue 1,464,592,0,1,0.1,0.1,0.4,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,6.0,0.0,7.0,63.0,26.0,21.0,15,4,25,6.0,507.0,445.0,2304.0,36.0,931.0,2197.0,16.0,18.0,422.0,430.0,538.0,False
420,Francesco Cassata,ITA,22,Genoa,Serie A,465,1458,2,0,1.3,1.3,1.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,1.0,0.0,2.0,0.0,27.0,0.0,20.0,352.0,104.0,23.0,13,10,33,13.0,654.0,511.0,2388.0,53.0,2094.0,3745.0,23.0,40.0,581.0,676.0,798.0,False
421,Timothy Castagne,BEL,23,Atalanta,Serie A,466,1769,1,2,1.6,1.6,2.5,7.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,45.0,1.0,1.0,2.0,2.0,38.0,1.0,49.0,277.0,80.0,39.0,23,12,51,30.0,1133.0,952.0,5037.0,74.0,2181.0,4145.0,16.0,25.0,881.0,994.0,1181.0,False
422,Koen Casteels,BEL,27,Wolfsburg,Bundesliga,467,2340,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0,0,0,1.0,985.0,720.0,14946.0,0.0,1397.0,2920.0,1.0,1.0,525.0,529.0,805.0,False
423,Jean Charles Castelletto,CMR,24,Brest,Ligue 1,468,1838,1,0,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,41.0,146.0,53.0,23.0,12,16,39,147.0,956.0,845.0,6026.0,53.0,2187.0,4360.0,8.0,8.0,744.0,763.0,1172.0,False
424,Samu Castillejo,ESP,24,Milan,Serie A,469,1209,2,3,3.2,3.2,3.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,66.0,3.0,6.0,3.0,11.0,42.0,1.0,37.0,327.0,87.0,25.0,18,18,43,6.0,560.0,422.0,2006.0,41.0,2346.0,4239.0,24.0,45.0,508.0,660.0,709.0,False
425,Jonny Castro,ESP,25,Wolves, Premier League,470,2887,2,2,1.3,1.3,0.9,7.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,54.0,5.0,2.0,3.0,2.0,42.0,0.0,79.0,722.0,215.0,98.0,61,36,134,45.0,1445.0,1177.0,5897.0,87.0,4341.0,6775.0,40.0,76.0,1042.0,1199.0,1562.0,False
426,Gaetano Castrovilli,ITA,22,Fiorentina,Serie A,473,2673,3,2,3.0,3.0,2.7,6.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,98.0,1.0,12.0,12.0,1.0,70.0,2.0,53.0,687.0,184.0,74.0,46,25,99,28.0,1141.0,922.0,4180.0,99.0,6630.0,10932.0,99.0,135.0,1112.0,1319.0,1573.0,False
427,Danilo Cataldi,ITA,24,Lazio,Serie A,474,592,1,0,0.5,0.5,0.6,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,1.0,0.0,6.0,19.0,1.0,8.0,115.0,28.0,19.0,14,5,24,6.0,454.0,377.0,2821.0,49.0,1305.0,2340.0,4.0,6.0,333.0,354.0,461.0,False
428,Raoul Bellanova,ITA,19,Bordeaux / Atalanta,Ligue 1 / Serie A,475,80,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,1,0,2,2.0,42.0,35.0,102.0,0.0,71.0,154.0,0.0,0.0,36.0,41.0,42.0,True
429,Craig Cathcart,NIR,30,Watford, Premier League,475,2488,0,0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,195.0,68.0,37.0,26,16,53,195.0,864.0,719.0,4909.0,39.0,1065.0,2637.0,4.0,6.0,584.0,600.0,1135.0,False
430,Edinson Cavani,URU,32,Paris S-G,Ligue 1,476,605,4,1,7.6,6.9,1.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,3.0,0.0,0.0,18.0,2.0,7.0,90.0,19.0,6.0,4,0,6,0.0,140.0,120.0,296.0,11.0,178.0,412.0,6.0,7.0,148.0,239.0,192.0,False
431,Santi Cazorla,ESP,34,Villarreal,La Liga,477,2450,11,9,8.5,2.4,6.6,17.0,0.0,0.0,1.0,0.0,2.0,13.0,1.0,136.0,1.0,3.0,4.0,33.0,92.0,3.0,35.0,476.0,131.0,44.0,28,13,57,9.0,1733.0,1414.0,8558.0,175.0,3583.0,7425.0,54.0,72.0,1508.0,1702.0,1830.0,False
432,Dani Ceballos,ESP,22,Arsenal, Premier League,478,1692,0,2,0.5,0.5,1.9,8.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,49.0,2.0,0.0,2.0,12.0,32.0,1.0,29.0,445.0,120.0,49.0,28,20,69,22.0,1301.0,1096.0,5542.0,105.0,4011.0,7460.0,31.0,41.0,1074.0,1134.0,1397.0,False
433,Federico Ceccherini,ITA,27,Fiorentina,Serie A,479,835,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,63.0,28.0,12.0,10,10,22,56.0,395.0,346.0,2703.0,13.0,962.0,1940.0,4.0,6.0,285.0,288.0,476.0,False
434,Christian Celesia,ITA,17,Torino,Serie A,480,1,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False
435,Zeki Celik,TUR,22,Lille,Ligue 1,481,2070,0,2,0.3,0.3,1.8,5.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,30.0,0.0,1.0,1.0,2.0,26.0,0.0,37.0,391.0,118.0,65.0,34,15,80,49.0,1365.0,1094.0,7584.0,118.0,3415.0,5744.0,22.0,42.0,923.0,1024.0,1347.0,False
436,Fabien Centonze,FRA,23,Metz,Ligue 1,482,2520,0,3,0.4,0.4,2.3,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,42.0,3.0,3.0,4.0,1.0,30.0,1.0,61.0,444.0,116.0,89.0,53,45,134,147.0,1297.0,980.0,7580.0,68.0,4456.0,7226.0,31.0,49.0,825.0,910.0,1435.0,False
437,Luca Ceppitelli,ITA,29,Cagliari,Serie A,483,1246,2,0,0.4,0.4,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,100.0,26.0,20.0,12,17,37,85.0,505.0,403.0,3663.0,14.0,995.0,1920.0,0.0,2.0,374.0,379.0,649.0,False
438,Julian Chabot,GER,21,Sampdoria,Serie A,486,569,1,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,67.0,21.0,14.0,10,14,28,40.0,238.0,205.0,1377.0,13.0,307.0,865.0,4.0,4.0,170.0,173.0,302.0,False
439,Florian Chabrolle,FRA,21,Marseille,Ligue 1,487,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0,0,0,0.0,16.0,14.0,69.0,2.0,72.0,110.0,0.0,1.0,16.0,21.0,19.0,False
440,Fouad Chafik,MAR,32,Dijon,Ligue 1,488,1528,0,2,0.2,0.2,1.9,6.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,47.0,1.0,1.0,3.0,5.0,36.0,0.0,21.0,212.0,57.0,40.0,23,30,70,45.0,914.0,702.0,5946.0,78.0,2656.0,4308.0,17.0,31.0,603.0,659.0,907.0,False
441,Sofian Chakla,MAR,25,Villarreal,La Liga,489,180,0,0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,5.0,0.0,0,1,1,9.0,95.0,79.0,568.0,3.0,124.0,235.0,0.0,0.0,65.0,66.0,98.0,False
442,Nathaniel Chalobah,ENG,24,Watford, Premier League,490,930,0,1,0.4,0.4,1.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,0.0,2.0,16.0,0.0,14.0,227.0,65.0,32.0,19,9,41,32.0,358.0,263.0,1237.0,34.0,518.0,1119.0,6.0,14.0,246.0,297.0,465.0,False
443,Calum Chambers,ENG,24,Arsenal, Premier League,491,1102,1,1,0.7,0.7,0.7,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,2.0,0.0,0.0,2.0,9.0,4.0,21.0,143.0,51.0,25.0,18,13,38,61.0,865.0,702.0,4326.0,45.0,1638.0,2956.0,13.0,18.0,678.0,715.0,936.0,False
444,Jhon Chancellor,VEN,27,Brescia,Serie A,492,2244,3,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,229.0,63.0,28.0,19,14,42,198.0,849.0,745.0,4411.0,26.0,1605.0,3713.0,8.0,9.0,644.0,672.0,1144.0,False
445,Timothy Chandler,USA,29,Eint Frankfurt,Bundesliga,493,1220,5,1,1.8,1.8,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,1.0,2.0,4.0,15.0,1.0,22.0,195.0,51.0,20.0,10,6,26,25.0,462.0,290.0,2696.0,54.0,911.0,1837.0,5.0,10.0,355.0,499.0,524.0,False
446,Kwon Chang hoon,KOR,25,Freiburg,Bundesliga,494,676,2,0,1.9,1.9,1.1,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,21.0,0.0,4.0,2.0,0.0,14.0,1.0,8.0,142.0,37.0,9.0,6,7,16,12.0,275.0,198.0,982.0,21.0,942.0,1973.0,10.0,17.0,270.0,361.0,384.0,False
447,Gaetan Charbonnier,FRA,30,Brest,Ligue 1,495,2065,4,5,6.5,5.0,3.2,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,60.0,4.0,1.0,3.0,1.0,50.0,1.0,29.0,378.0,91.0,38.0,22,5,43,28.0,821.0,627.0,2772.0,77.0,1551.0,3271.0,28.0,48.0,850.0,1233.0,1076.0,False
448,Brendan Chardonnet,FRA,24,Brest,Ligue 1,496,823,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,81.0,29.0,17.0,8,8,25,69.0,536.0,478.0,3475.0,37.0,1406.0,2508.0,3.0,3.0,440.0,445.0,636.0,False
449,Charles,BRA,35,Eibar,La Liga,497,1301,6,0,4.5,3.0,0.8,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,1.0,5.0,0.0,17.0,1.0,12.0,228.0,52.0,13.0,6,3,16,7.0,346.0,237.0,415.0,11.0,297.0,735.0,4.0,6.0,326.0,670.0,439.0,False
450,Xavier Chavalerin,FRA,28,Reims,Ligue 1,498,2147,1,3,0.7,0.7,2.2,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,57.0,3.0,1.0,1.0,21.0,31.0,0.0,39.0,505.0,150.0,76.0,52,29,105,41.0,1096.0,848.0,5347.0,89.0,1673.0,3728.0,21.0,29.0,807.0,881.0,1219.0,False
451,Pablo Chavarria,ARG,31,Mallorca,La Liga,499,209,0,0,0.5,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,69.0,10.0,2.0,1,0,2,2.0,63.0,40.0,91.0,3.0,246.0,406.0,0.0,0.0,75.0,129.0,94.0,False
452,Aurelien Chedjou,CMR,34,Amiens,Ligue 1,500,1971,0,0,0.4,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,10.0,1.0,33.0,183.0,66.0,35.0,27,27,62,183.0,994.0,828.0,7616.0,84.0,2478.0,4287.0,14.0,15.0,693.0,705.0,1237.0,False
453,Pape Cheikh Diop,SEN,21,Celta Vigo,La Liga,501,599,0,1,0.1,0.1,0.3,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,3.0,0.0,7.0,0.0,3.0,143.0,38.0,12.0,6,2,14,4.0,264.0,238.0,947.0,19.0,871.0,1626.0,6.0,8.0,228.0,268.0,315.0,False
454,Chema,ESP,27,Getafe,La Liga,502,309,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,23.0,12.0,2.0,2,2,4,18.0,123.0,75.0,689.0,6.0,179.0,347.0,1.0,1.0,63.0,65.0,146.0,False
455,Rayan Cherki,FRA,15,Lyon,Ligue 1,503,143,0,0,0.2,0.2,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,29.0,10.0,2.0,2,1,3,0.0,66.0,44.0,127.0,2.0,276.0,494.0,6.0,9.0,64.0,87.0,83.0,False
456,Denis Cheryshev,RUS,28,Valencia,La Liga,504,926,1,2,2.9,2.9,1.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,3.0,0.0,3.0,0.0,15.0,0.0,24.0,173.0,37.0,12.0,7,8,20,9.0,349.0,240.0,1037.0,25.0,1183.0,2139.0,15.0,28.0,334.0,446.0,469.0,False
457,Giorgio Chiellini,ITA,34,Juventus,Serie A,505,202,1,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,18.0,11.0,3.0,2,1,4,10.0,106.0,97.0,587.0,8.0,325.0,433.0,0.0,0.0,88.0,90.0,125.0,False
458,Federico Chiesa,ITA,21,Fiorentina,Serie A,506,2637,11,6,11.3,9.8,5.5,15.0,1.0,1.0,2.0,1.0,0.0,8.0,2.0,108.0,3.0,12.0,14.0,2.0,67.0,9.0,27.0,656.0,150.0,49.0,30,5,54,8.0,833.0,609.0,3230.0,92.0,4826.0,7309.0,64.0,93.0,872.0,1266.0,1164.0,False
459,Ben Chilwell,ENG,22,Leicester City, Premier League,507,2373,3,3,1.0,1.0,3.6,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,63.0,1.0,1.0,0.0,7.0,53.0,1.0,58.0,412.0,115.0,51.0,26,20,71,89.0,1955.0,1527.0,8345.0,113.0,6222.0,10254.0,25.0,46.0,1524.0,1634.0,2015.0,False
460,Vlad Chiriches,ROU,29,Sassuolo,Serie A,508,707,0,0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,85.0,23.0,19.0,12,7,26,32.0,489.0,455.0,3025.0,21.0,1271.0,2167.0,2.0,2.0,402.0,411.0,561.0,False
461,Tahith Chong,NED,19,Manchester Utd, Premier League,509,37,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,4.0,0.0,0,1,1,0.0,14.0,9.0,36.0,2.0,57.0,112.0,1.0,3.0,17.0,23.0,20.0,False
