Player;Nation;Age;Squad;Comp;played_two_leagues;#Prog_Pass;Ast;Att_Drib;Att_Pass;Att_Recep;Blocks;Clr;Cmp_Pass;Def_GCA;Def_SCA;Drib_GCA;Drib_SCA;Fld_GCA;Fld_SCA;GCA;Gls;Int;Live_Touches;Marktvalue;Min;npxG;OG_GCA;Oppon_Drib;PassDead_SCA;PassLive_GCA;PassLive_SCA;Press;Recep;Rk;SCA;Sh_SCA;Succ_Press;Tkl;Tkl+Int;TklW;TotDist_Carried;TotPrgDist_Carried;TotPrgDist_Pass;xA;xG;PassDead_GCA;Sh_GCA
Almamy Toure;MLI;23;Eint Frankfurt;Bundesliga;Falsch;71;3;26;704;545;35;65;493;0;0;0;0;0;0;5;1;12;810;6500000;1491;1.6;0;20;0;4;27;217;480;2518;30;3;70;35;47;24;2656;1586;4150;2;1.6;0;1
Junior Sambia;FRA;22;Montpellier;Ligue 1;Falsch;33;1;16;250;245;8;13;191;0;0;0;1;0;2;1;1;4;299;2800000;587;0.5;0;8;1;1;5;121;204;2220;12;3;34;14;18;12;1461;967;1566;0.1;0.5;0;0
Kevin Lasagna;ITA;26;Udinese;Serie A;Falsch;26;1;40;489;1029;23;17;339;0;3;2;3;0;5;4;10;15;801;5500000;2569;9.6;0;16;0;2;41;630;541;1368;54;2;153;29;44;18;3912;2350;722;2.4;9.6;0;0
Lewis Dunk;ENG;27;Brighton;Premier League;Falsch;82;3;7;2192;1737;71;162;1913;0;1;0;0;0;0;3;3;36;2448;16000000;3230;4;0;3;2;3;23;248;1712;749;26;0;107;43;79;28;8768;4728;13471;1.1;4;0;0
Wilfrid Kaptoum;CMR;23;Betis;La Liga;Falsch;4;0;2;71;78;3;6;59;0;0;0;0;0;0;0;0;3;100;2400000;194;0.1;0;2;0;0;2;43;68;1248;2;0;18;6;9;5;414;243;204;0;0.1;0;0
Jeffrey Gouweleeuw;NED;28;Augsburg;Bundesliga;Falsch;39;1;7;755;512;34;119;578;0;1;0;1;0;0;2;0;20;905;9500000;1645;0;0;6;0;2;8;153;504;996;10;0;61;34;54;25;3656;1888;5443;0.3;0;0;0
Andoni Gorosabel;ESP;22;Real Sociedad;La Liga;Falsch;22;0;8;446;337;14;30;343;0;1;0;0;0;2;0;0;13;458;1600000;714;0;0;5;1;0;10;109;303;990;14;0;36;18;31;9;1502;852;2016;0.4;0;0;0
Sergio Floccari;ITA;37;SPAL;Serie A;Falsch;13;0;24;261;480;11;1;206;0;0;0;3;0;1;0;1;5;344;300000;942;1.1;0;15;0;0;17;247;269;859;22;1;55;9;14;6;1814;581;383;0.9;1.1;0;0
Jean Philippe Mateta;FRA;22;Mainz 05;Bundesliga;Falsch;7;1;31;204;491;7;11;132;0;0;0;5;0;0;3;3;2;330;17500000;1053;5.6;0;20;0;2;8;173;255;1587;15;2;45;6;8;3;1224;519;225;0.4;6.2;0;1
Marco Stiepermann;GER;28;Norwich City;Premier League;Falsch;38;0;34;405;574;15;16;291;0;0;0;5;0;0;2;0;3;534;3200000;1180;1.5;0;22;0;2;27;257;404;2402;33;1;53;18;21;7;2462;1445;1192;0.5;1.5;0;0
Angel Montoro;ESP;31;Granada;La Liga;Falsch;55;5;10;580;471;20;17;441;0;0;0;0;1;4;6;2;8;606;1200000;973;1.2;0;6;12;2;18;156;433;1693;36;2;42;17;25;11;2243;963;3149;1.2;1.2;3;0
Willian Jose;BRA;27;Real Sociedad;La Liga;Falsch;30;1;19;565;946;16;14;406;1;1;1;3;0;3;5;11;1;719;24000000;2011;10.4;0;10;0;2;34;188;580;1212;46;5;66;3;4;3;2339;810;1146;1.7;10.4;0;1
Prince Gouano;FRA;25;Amiens;Ligue 1;Falsch;2;0;0;99;78;5;15;86;0;0;0;0;0;0;0;0;4;119;4800000;270;0;0;0;0;0;0;25;77;994;0;0;9;2;6;2;397;187;643;0;0;0;0
Patrick Burner;FRA;23;Nice;Ligue 1;Falsch;74;1;32;1089;842;26;39;931;0;1;0;1;0;0;2;1;20;1087;3200000;1434;0.2;0;22;0;2;16;164;804;394;19;1;43;37;57;23;4020;2400;6374;0.6;0.2;0;0
Jordan Ayew;GHA;27;Crystal Palace;Premier League;Falsch;49;2;117;838;1682;35;20;686;0;2;3;11;1;11;7;9;14;1331;6500000;3148;6.5;0;78;0;3;43;1018;956;149;68;1;219;54;68;29;7695;3828;1890;1.9;6.5;0;0
Jeremy Morel;MAD;35;Rennes;Ligue 1;Falsch;56;0;9;1003;769;33;74;837;0;1;0;0;0;0;1;1;16;1086;250000;1806;1.1;0;7;1;0;12;145;749;1702;17;3;46;23;39;16;3823;2172;7198;0.4;1.1;0;1
Javier Aviles;ESP;21;Leganés;La Liga;Falsch;3;1;7;71;92;4;2;48;0;0;1;1;0;0;2;1;1;103;0;184;0.5;0;4;0;1;5;52;70;145;6;0;11;7;8;3;697;421;392;0.9;0.5;0;0
Alejandro Baena;ESP;18;Villarreal;La Liga;Falsch;0;0;0;4;6;0;0;4;0;0;0;0;0;0;0;0;0;5;;15;0;0;0;0;0;1;4;3;160;1;0;0;1;1;0;10;0;0;0;0;0;0
Fredrik Jensen;FIN;21;Augsburg;Bundesliga;Falsch;9;0;10;88;173;9;3;57;0;0;0;1;0;1;2;1;1;128;2000000;457;0.3;0;5;0;1;5;162;88;1194;8;1;32;1;2;1;571;284;269;0.1;0.3;0;1
Vincent Laurini;FRA;30;Parma;Serie A;Falsch;42;2;11;535;388;18;30;432;0;0;0;0;0;1;2;0;9;539;1100000;884;0;0;9;0;2;12;138;375;1373;13;0;54;29;38;23;2201;1271;3452;1.1;0;0;0
Federico Bernardeschi;ITA;25;Juventus;Serie A;Falsch;54;1;43;684;846;22;12;560;0;0;0;3;0;5;1;1;6;855;28000000;1571;4.6;0;26;8;1;42;313;689;283;62;4;73;14;20;7;4548;2248;2235;3.4;4.6;0;0
Philip Billing;DEN;23;Bournemouth;Premier League;Falsch;76;1;39;1179;1063;88;117;878;0;2;0;2;0;1;4;1;39;1575;14500000;2530;2.5;0;23;2;4;35;692;891;296;45;3;164;76;115;46;4592;2126;3956;1;2.5;0;0
Marco Olivieri;ITA;20;Juventus;Serie A;Falsch;0;0;1;15;21;0;0;11;0;0;0;0;0;0;0;0;0;20;200000;30;0.1;0;1;0;0;0;13;19;1837;0;0;2;1;1;0;116;61;23;0;0.1;0;0
Jacob Maddox;ESP;22;Celta Vigo;La Liga;Falsch;1;0;1;38;30;0;1;26;0;0;0;0;0;0;0;0;2;43;0;83;0;0;0;0;0;0;19;27;1171;0;0;5;3;5;1;188;122;153;0;0;0;0
Max Meyer;GER;23;Crystal Palace;Premier League;Falsch;16;0;12;213;279;13;3;160;0;0;0;0;0;1;1;0;4;299;8000000;655;0.6;0;4;0;1;10;144;212;1653;11;0;39;17;21;8;1270;613;608;0.7;0.6;0;0
Bernardo Espinosa;COL;30;Espanyol;La Liga;Falsch;54;0;1;1060;745;31;174;826;0;0;0;0;0;0;0;3;12;1299;4800000;2259;1.7;0;1;0;0;8;172;701;788;8;0;70;27;39;19;3076;1438;6385;0.5;1.7;0;0
Oliver Norwood;NIR;28;Sheffield Utd;Premier League;Falsch;186;1;17;2148;1529;46;64;1664;0;1;0;0;0;1;6;1;30;2194;6500000;3090;0.7;2;15;30;2;43;584;1478;1807;80;3;162;75;105;44;4263;1840;11305;4.2;1.4;2;0
Kasper Schmeichel;DEN;32;Leicester City;Premier League;Falsch;2;0;1;1178;560;0;0;904;0;0;0;0;0;0;0;0;1;889;9500000;3420;0;0;0;4;0;1;5;557;2272;5;0;2;0;1;0;2867;1528;15725;0.5;0;0;0
Mohammed Salisu;GHA;20;Valladolid;La Liga;Falsch;49;1;6;1056;770;44;243;890;0;0;0;0;0;1;2;1;16;1387;11000000;2725;1.2;0;5;0;2;3;235;749;2214;4;0;72;52;68;33;5169;1653;6699;0.1;1.2;0;0
Justin Kluivert;NED;20;Roma;Serie A;Falsch;32;1;52;483;674;26;6;394;0;0;1;4;0;2;5;4;6;669;22500000;1514;2.9;1;33;1;3;45;259;505;1283;54;1;69;19;25;12;4563;3102;1328;1.1;2.9;0;0
Ravel Morrison;JAM;26;Sheffield Utd;Premier League;Falsch;1;0;0;6;8;0;0;4;0;0;0;0;0;0;0;0;0;8;600000;13;0;0;0;0;0;1;3;6;1712;1;0;1;0;0;0;53;15;30;0;0;0;0
Gerard Deulofeu;ESP;25;Watford;Premier League;Falsch;59;5;108;823;1107;16;6;603;3;5;1;14;1;6;10;4;26;1036;20000000;2098;4.5;0;69;10;5;51;511;769;666;93;7;133;29;55;21;8040;5493;2557;4.6;5.2;0;0
Lennart Czyborra;GER;20;Atalanta;Serie A;Falsch;0;0;0;10;15;2;0;8;0;0;0;0;0;0;0;0;0;12;3200000;17;0;0;0;0;0;0;7;10;601;0;0;4;0;0;0;32;14;3;0;0;0;0
Layvin Kurzawa;FRA;26;Paris S-G;Ligue 1;Falsch;36;0;17;671;570;23;25;605;0;0;1;1;1;2;3;1;14;727;12000000;858;0.6;0;11;1;1;8;142;544;1338;12;0;44;22;36;9;2099;1164;2974;0.2;0.6;0;0
Toni Kroos;GER;29;Real Madrid;La Liga;Falsch;185;5;27;2512;2259;36;13;2233;0;3;0;2;0;3;7;4;12;2477;48000000;2652;2.8;0;23;32;4;60;594;2132;1327;105;5;153;57;69;41;9037;4715;11749;4;2.8;3;0
Matz Sels;BEL;27;Strasbourg;Ligue 1;Falsch;0;0;0;849;382;0;1;575;0;0;0;0;0;0;0;0;0;642;6500000;2430;0;0;0;1;0;3;1;377;2289;4;0;0;0;0;0;2091;1098;14612;0.2;0;0;0
Robbie Brady;IRL;27;Burnley;Premier League;Falsch;19;2;10;167;186;14;8;108;0;0;0;0;0;1;3;1;6;238;4800000;454;1.2;0;5;2;3;9;126;149;353;13;1;28;10;16;5;847;404;673;0.3;1.2;0;0
Oghenekaro Etebo;NGA;23;Getafe;La Liga;Falsch;23;0;9;213;194;9;16;135;0;0;0;0;0;0;1;1;10;289;4000000;572;0.6;0;6;0;1;6;117;162;793;7;1;36;20;30;14;1152;605;711;0.2;0.6;0;0
Phil Jagielka;ENG;36;Sheffield Utd;Premier League;Falsch;3;0;0;73;45;9;27;59;0;0;0;0;0;0;0;0;2;114;800000;244;0;0;0;0;0;0;26;43;1172;0;0;9;6;8;4;200;46;349;0;0;0;0
Morten Thorsby;NOR;23;Sampdoria;Serie A;Falsch;48;1;12;793;730;48;42;608;0;1;1;3;0;1;6;1;6;963;2000000;1865;1.4;0;8;2;5;29;387;600;2483;37;1;102;48;54;28;2540;1286;2883;1.2;1.4;0;0
Ryan Fraser;SCO;25;Bournemouth;Premier League;Falsch;107;4;23;950;1001;28;18;648;0;1;0;2;0;2;6;1;10;1014;17500000;2067;3.3;0;12;17;3;44;298;786;884;67;1;65;9;19;8;5675;3503;4288;4.1;3.3;2;1
Ruben Vinagre;POR;20;Wolves;Premier League;Falsch;6;0;41;344;306;20;20;257;0;0;0;2;0;0;0;0;10;399;9000000;652;0.3;0;21;1;0;6;117;260;2616;9;0;38;25;35;13;2328;1594;1293;0.5;0.3;0;0
Rayan Cherki;FRA;15;Lyon;Ligue 1;Falsch;2;0;9;66;87;2;0;44;0;0;0;0;0;0;1;0;1;83;18000000;143;0.2;0;6;0;1;3;29;64;503;3;0;10;2;3;2;494;276;127;0.1;0.2;0;0
Sofiane Boufal;MAR;25;Southampton;Premier League;Falsch;25;2;96;325;468;17;2;247;0;3;1;8;0;6;3;0;5;507;8000000;764;1;0;61;0;2;22;218;382;340;40;1;71;21;26;12;3843;2491;1068;2.7;1;0;0
Jan Luca Rumpf;GER;20;Paderborn 07;Bundesliga;Falsch;5;0;0;53;34;0;2;41;0;0;0;0;0;0;0;0;1;49;150000;90;0.1;0;0;0;0;0;6;32;1469;0;0;4;3;4;3;173;96;436;0;0.1;0;0
Roque Mesa;ESP;30;Leganés;La Liga;Falsch;87;3;55;905;890;32;6;724;0;1;0;3;1;4;7;1;7;1096;5500000;2012;1.3;0;38;8;6;37;478;775;1649;54;1;134;45;52;29;6361;3204;3599;2.4;1.3;0;0
Eric Dier;ENG;25;Tottenham;Premier League;Falsch;43;2;5;876;723;26;78;713;0;0;0;0;0;0;1;0;6;1015;20000000;1344;1;0;4;0;1;9;204;698;687;10;1;54;25;31;14;2911;1466;4283;0.1;1;0;0
Chris Mepham;WAL;21;Bournemouth;Premier League;Falsch;23;0;4;483;383;20;75;414;0;0;0;0;0;0;0;1;12;618;8000000;912;0.7;0;3;0;0;3;132;375;1640;3;0;49;23;35;14;2351;1230;2805;0.1;0.7;0;0
Eder Militao;BRA;21;Real Madrid;La Liga;Falsch;19;0;2;683;555;14;56;599;0;0;0;0;0;0;0;0;14;767;36000000;1022;0.1;0;1;0;0;4;101;543;1663;4;0;34;23;37;14;2830;1324;3401;0;0.1;0;0
Oumar Solet;FRA;19;Lyon;Ligue 1;Falsch;0;0;0;5;4;1;1;4;0;0;0;0;0;0;0;0;0;7;900000;9;0;0;0;0;0;0;1;4;2365;0;0;0;0;0;0;22;6;34;0;0;0;0
Onel Hernandez;CUB;26;Norwich City;Premier League;Falsch;16;2;68;335;554;21;10;248;0;1;1;10;0;2;4;1;14;556;3200000;1384;2.5;0;45;1;3;27;245;368;1086;44;3;83;37;51;27;4186;2955;637;0.9;2.5;0;0
Aymen Barkok;MAR;21;Düsseldorf;Bundesliga;Falsch;4;0;1;29;34;7;2;17;0;0;0;0;0;0;0;0;0;44;1300000;79;0;0;0;0;0;0;20;25;198;0;0;4;1;1;0;78;43;113;0;0;0;0
Raul Moro;ESP;16;Lazio;Serie A;Falsch;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1709;0;0;0;0;0;0;2;1;0;0;0;0;0
Arturo Calabresi;ITA;23;Amiens;Ligue 1;Falsch;61;1;35;964;590;50;112;714;0;1;0;2;0;2;2;1;27;1005;2200000;1878;0.8;0;27;0;1;14;314;550;416;20;1;113;59;86;42;3284;2011;6137;0.9;0.8;0;1
Serge Gnabry;GER;24;Bayern Munich;Bundesliga;Falsch;86;10;107;1128;1524;28;4;883;0;2;4;15;0;2;17;12;17;1433;72000000;2193;12.7;0;69;1;12;72;434;1172;961;98;6;137;38;55;25;7754;4653;3223;9.8;12.7;0;1
Christopher Nkunku;FRA;21;RB Leipzig;Bundesliga;Falsch;89;13;97;841;1016;37;12;666;1;2;1;7;1;6;22;5;18;1014;28000000;1925;7.5;0;60;29;12;60;428;768;1800;107;3;149;29;47;22;5748;3618;3910;8.8;7.5;5;2
El Bilal Toure;MLI;17;Reims;Ligue 1;Falsch;1;0;6;68;177;8;1;50;0;0;0;0;1;2;2;3;0;116;2300000;453;2.2;0;4;0;0;4;80;86;295;7;1;23;3;3;3;558;306;103;0.1;3.6;0;1
Aaron Connolly;IRL;19;Brighton;Premier League;Falsch;10;1;16;163;535;8;1;126;0;3;1;3;2;9;5;3;5;334;4000000;1258;3.2;0;6;0;1;7;234;235;547;25;3;69;12;17;8;1713;947;242;0.3;3.2;0;1
David McGoldrick;IRL;31;Sheffield Utd;Premier League;Falsch;34;2;47;623;1088;20;24;475;0;4;1;5;0;1;4;2;3;881;1600000;1815;6.8;0;34;1;3;26;456;657;1613;39;2;117;42;45;26;3074;1269;1290;2.1;6.8;0;0
Federico Ceccherini;ITA;27;Fiorentina;Serie A;Falsch;13;0;6;395;288;12;56;346;0;0;0;1;0;0;0;0;10;476;2800000;835;0.2;0;4;0;0;3;63;285;479;4;0;28;12;22;10;1940;962;2703;0;0.2;0;0
Andrea Danzi;ITA;20;Hellas Verona;Serie A;Falsch;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;450000;1;0;0;0;0;0;0;1;1;622;0;0;0;0;0;0;0;0;21;0;0;0;0
Pablo Martinez;ESP;21;Levante;La Liga;Falsch;73;0;2;1032;17;1;3;832;1;1;0;0;0;0;3;0;1;28;2500000;33;0.1;0;0;0;2;13;25;13;1575;14;0;6;2;3;2;119;52;7460;0.1;0.1;0;0
Josh Brownhill;ENG;23;Burnley;Premier League;Falsch;17;0;7;340;276;10;16;276;0;1;0;1;0;0;1;0;5;403;5500000;805;0.4;0;7;0;1;12;111;244;373;14;0;31;15;20;8;931;375;1063;0.2;0.4;0;0
Domenico Berardi;ITA;24;Sassuolo;Serie A;Falsch;121;10;78;1192;1369;47;26;879;0;3;1;7;2;11;14;14;38;1512;19000000;2493;7.6;0;46;12;9;73;637;1148;269;117;11;144;39;77;23;7899;4479;4514;7.1;9.9;0;2
David Luiz;BRA;32;Arsenal;Premier League;Falsch;77;1;9;1713;1454;63;183;1481;0;2;0;0;0;0;4;2;19;1946;12000000;2809;1.9;0;4;0;4;8;191;1427;1477;11;1;66;33;52;20;9426;5689;10647;0.9;1.9;0;0
Hamza Choudhury;ENG;21;Leicester City;Premier League;Falsch;19;1;13;494;429;20;18;428;0;0;0;0;0;0;1;1;18;599;8000000;893;0.5;0;7;0;1;11;192;403;511;12;1;62;20;38;13;1570;648;1523;0.1;0.5;0;0
Luca Gagliano;ITA;19;Cagliari;Serie A;Falsch;2;1;0;12;17;0;0;9;0;0;0;0;0;0;1;1;1;16;200000;52;0.4;0;0;0;1;1;6;11;904;1;0;1;0;1;0;52;32;44;0;0.4;0;0
Yacine Adli;FRA;19;Bordeaux;Ligue 1;Falsch;55;3;42;581;612;11;4;460;0;1;2;4;0;1;7;3;9;695;6300000;1020;0.9;0;28;5;3;25;328;549;18;38;2;86;27;36;18;3296;1986;1964;2;0.9;1;1
Breel Embolo;SUI;22;M'Gladbach;Bundesliga;Falsch;29;5;83;390;828;15;5;294;1;1;0;5;2;9;12;8;5;680;13000000;1550;8.2;1;41;0;7;35;395;522;773;57;6;95;23;28;15;3601;1966;922;4.8;8.9;0;1
Jerdy Schouten;NED;22;Bologna;Serie A;Falsch;51;0;35;542;408;25;30;457;0;1;0;1;0;1;2;0;26;665;3200000;1082;0.1;0;26;1;2;22;232;381;2281;26;0;72;26;52;21;2228;929;2148;0.4;0.1;0;0
Jose Antonio Martinez;ESP;26;Granada;La Liga;Falsch;33;1;3;488;317;16;76;366;0;0;0;0;0;1;0;0;8;577;1200000;1191;0.1;0;3;2;0;2;95;307;953;5;0;38;22;30;11;1740;826;2898;0;0.1;0;0
Manuel Akanji;SUI;24;Dortmund;Bundesliga;Falsch;85;1;12;1929;1683;35;85;1767;0;0;0;0;0;0;3;0;18;2093;20000000;2309;0.8;0;9;1;3;9;223;1657;37;10;0;86;44;62;23;9126;4667;11998;0.8;0.8;0;0
Carlos Gruezo;ECU;24;Augsburg;Bundesliga;Falsch;31;1;5;309;244;7;9;255;0;0;0;0;0;1;3;0;4;359;1600000;886;0.2;0;4;0;3;10;177;220;1016;11;0;48;24;28;18;1080;433;1655;0.2;0.2;0;0
Aleksandar Kolarov;SRB;33;Roma;Serie A;Falsch;140;3;31;1836;1449;36;71;1446;0;1;0;2;0;1;7;7;18;1785;6500000;2732;3.9;1;24;22;5;67;262;1346;1292;104;10;112;41;59;25;7640;4975;9514;4.9;6.9;1;0
Tom Davies;ENG;21;Everton;Premier League;Falsch;111;0;34;870;770;34;35;681;0;0;0;2;0;2;0;1;28;1097;16000000;2027;2;0;24;0;0;17;425;689;628;24;3;99;36;64;18;3888;2018;4037;0.3;2;0;0
Luke Shaw;ENG;24;Manchester Utd;Premier League;Falsch;110;0;33;1296;1016;53;58;1121;0;0;0;1;0;2;1;0;15;1329;17500000;1733;0.5;0;25;4;1;34;274;956;2302;42;1;78;34;49;24;5488;3281;6228;1.5;0.5;0;0
Rodrigo de Paul;ARG;25;Udinese;Serie A;Falsch;168;6;96;1843;1808;51;10;1377;1;4;2;6;1;5;16;7;23;2062;20000000;2822;5.4;0;61;27;6;95;693;1617;634;141;4;186;63;86;37;13612;8596;7936;7;5.4;4;2
Gennaro Tutino;ITA;22;Hellas Verona;Serie A;Falsch;3;0;5;74;155;0;1;54;0;0;0;0;0;1;0;0;2;103;2000000;225;0.2;0;3;0;0;4;42;77;2546;5;0;9;1;3;0;578;307;160;0;0.2;0;0
Kevin Danso;AUT;20;Southampton;Premier League;Falsch;8;1;6;159;123;9;15;115;0;0;0;0;0;0;1;0;2;173;6300000;277;0.1;0;3;0;1;3;41;109;620;3;0;10;8;10;4;682;325;905;0.2;0.1;0;0
Thomas Partey;GHA;26;Atlético Madrid;La Liga;Falsch;178;0;56;1704;1371;56;54;1414;0;1;2;6;0;1;9;3;28;1928;40000000;2549;1.5;0;48;3;5;37;445;1324;1900;50;2;138;65;93;45;6825;3649;8532;1;1.5;0;2
Gaetan Laborde;FRA;25;Montpellier;Ligue 1;Falsch;52;5;73;657;1257;26;26;436;0;0;0;3;1;8;9;6;9;991;8000000;2237;8.1;0;31;0;8;47;476;751;1344;62;4;128;23;32;18;4477;2889;1478;2.6;8.1;0;0
Richarlison;BRA;22;Everton;Premier League;Falsch;66;3;107;823;1507;34;48;543;0;3;2;10;1;14;10;13;9;1353;52000000;3070;9.1;1;70;0;5;45;710;938;2103;81;8;188;68;77;45;7820;4546;2209;4.8;9.1;0;1
Jordan Torunarigha;GER;21;Hertha BSC;Bundesliga;Falsch;38;1;16;813;672;39;92;699;0;0;0;1;0;0;3;1;22;985;6500000;1462;0.5;0;10;0;3;11;215;652;2514;12;0;80;31;53;17;3898;2324;4602;0.4;0.5;0;0
Faustino Anjorin;ENG;17;Chelsea;Premier League;Falsch;0;0;1;7;11;1;0;7;0;0;0;0;0;0;0;0;0;12;2300000;20;0;0;1;0;0;0;2;8;98;0;0;1;1;1;0;67;40;14;0;0;0;0
Bruno Martella;ITA;26;Brescia;Serie A;Falsch;52;0;25;562;455;29;58;402;0;0;0;2;0;0;2;0;14;617;1300000;1270;0.3;0;13;1;2;25;152;408;1558;29;1;27;19;33;9;2448;1554;3399;1.2;0.3;0;0
Alberto Cerri;ITA;23;SPAL / Cagliari;Serie A;Falsch;16;0;15;247;407;1;6;164;0;0;0;0;0;1;0;2;1;309;3500000;664;1.8;0;12;0;0;13;81;268;969;15;1;18;7;8;4;1074;448;353;0.9;1.8;0;0
Nicolas Pepe;CIV;24;Arsenal;Premier League;Falsch;47;6;132;803;1103;20;3;616;0;0;0;9;0;3;9;5;10;1043;52000000;2010;3.8;0;77;13;8;38;354;825;1935;66;3;89;30;40;19;7279;4661;2374;4.4;4.5;1;0
Gerard Moreno;ESP;27;Villarreal;La Liga;Falsch;89;5;101;1027;1648;30;44;743;0;3;3;10;2;4;17;18;8;1408;16000000;2744;11.9;0;63;2;9;70;392;1152;1705;95;6;90;17;25;14;5931;2975;3333;6.6;13.4;0;3
Lukas Klostermann;GER;23;RB Leipzig;Bundesliga;Falsch;122;1;23;1803;1436;66;116;1553;0;0;0;1;0;1;4;3;21;1985;28000000;2643;3;0;17;2;3;31;343;1373;1282;37;2;130;48;69;26;7548;3975;9414;1.7;3;0;1
Daniele Dessena;ITA;32;Brescia;Serie A;Falsch;85;0;19;710;675;21;24;563;0;0;0;0;2;3;3;2;6;851;400000;1869;1.3;0;14;0;1;14;300;589;663;19;2;72;24;30;15;3775;1709;3076;0.2;1.3;0;0
Juan Mata;ESP;31;Manchester Utd;Premier League;Falsch;40;2;12;523;605;7;1;442;0;0;0;1;0;1;2;0;1;560;9500000;758;1.1;0;7;3;2;31;118;489;1585;38;2;35;8;9;7;2237;1120;1625;2;1.1;0;0
Adama Traore;MLI;24;Metz / Monaco;Ligue 1;Falsch;64;4;38;954;538;14;7;631;1;3;1;18;2;12;15;1;1;554;25500000;1032;1.2;0;30;0;11;66;177;424;5045;99;0;37;6;7;3;2875;1352;2824;4.1;1.2;0;0
Marco Hoger;GER;29;Köln;Bundesliga;Falsch;39;0;14;418;320;18;13;343;0;0;0;0;0;0;0;0;4;457;1400000;676;0;0;11;2;0;11;167;300;1106;13;0;48;10;14;7;1600;750;2321;0.1;0;0;0
Mateo Musacchio;ARG;28;Milan;Serie A;Falsch;59;0;4;996;849;18;63;895;0;0;0;0;0;0;0;0;22;1084;9000000;1466;0.3;0;3;0;0;16;170;831;1741;17;1;60;13;35;9;5233;3079;5279;0.5;0.3;0;0
Roberto Rosales;VEN;30;Leganés;La Liga;Falsch;61;1;18;920;639;38;58;634;0;0;0;1;0;0;4;0;10;888;1600000;1871;0.4;0;12;12;4;29;236;543;2163;44;2;72;39;49;23;2547;1263;5208;2.1;0.4;0;0
Aaron Ramsdale;ENG;21;Bournemouth;Premier League;Falsch;0;1;0;1124;410;1;0;648;0;0;0;0;0;0;0;0;0;826;12500000;3330;0;0;0;2;0;1;8;406;2064;3;0;1;0;0;0;3109;1776;14848;0.1;0;0;0
Moussa Sissoko;FRA;29;Tottenham;Premier League;Falsch;88;1;67;1279;1123;38;48;1106;0;1;0;1;0;0;2;2;22;1476;20000000;2452;2.4;0;46;0;2;26;437;997;2335;28;0;126;56;78;35;6808;3748;3940;1.1;2.4;0;0
Nathan Redmond;ENG;25;Southampton;Premier League;Falsch;96;4;146;1061;1430;39;13;781;0;5;0;13;1;9;6;4;14;1424;16000000;2762;5;0;98;0;5;65;643;1011;2079;96;4;193;57;71;46;9696;5842;3058;3.2;5;0;0
Andrea Favilli;ITA;22;Genoa;Serie A;Falsch;8;0;11;193;387;5;5;141;0;0;0;0;0;2;0;0;3;279;4500000;658;1.6;0;6;0;0;10;110;227;823;12;0;22;7;10;5;1304;665;276;0.8;1.6;0;0
Hugo Duro;ESP;19;Getafe;La Liga;Falsch;3;1;1;84;202;4;2;50;0;0;0;0;1;4;2;1;1;142;1800000;378;1;0;0;0;1;3;98;97;752;7;0;29;5;6;2;366;178;149;0.4;1;0;0
Sergio Camello;ESP;18;Atlético Madrid;La Liga;Falsch;1;0;0;5;12;0;0;2;0;0;0;0;0;0;0;0;0;8;2300000;25;0;0;0;0;0;0;4;7;433;0;0;0;1;1;1;14;8;11;0;0;0;0
Andrea Ghion;ITA;19;Sassuolo;Serie A;Falsch;3;0;1;49;46;0;0;48;0;0;0;0;0;0;0;0;0;52;200000;48;0.1;0;0;0;0;4;4;43;947;5;1;3;3;3;1;297;208;158;0.1;0.1;0;0
Baptiste Santamaria;FRA;24;Angers;Ligue 1;Falsch;115;1;55;1340;1076;39;64;1117;0;4;0;4;1;4;3;1;32;1657;7000000;2505;1.2;0;42;0;2;30;632;1015;2245;46;4;210;93;125;58;5777;3122;6111;0.9;1.2;0;0
Markel Bergara;ESP;33;Getafe;La Liga;Falsch;1;0;0;19;14;1;2;10;0;0;0;0;0;0;0;0;0;24;0;72;0.2;0;0;0;0;1;11;10;274;1;0;5;0;0;0;94;21;17;0.2;0.2;0;0
Victor Osimhen;NGA;20;Lille;Ligue 1;Falsch;12;4;36;368;1133;17;32;232;0;0;1;5;2;9;7;13;12;676;27000000;2287;12.7;0;17;0;4;26;439;479;1854;44;4;136;8;20;5;2721;1518;644;3.1;15;0;0
Vicente Esquerdo;ESP;20;Valencia;La Liga;Falsch;1;0;1;9;16;1;0;6;0;0;0;0;0;0;0;0;0;17;300000;15;0;0;0;0;0;0;4;13;790;0;0;1;0;0;0;83;10;56;0;0;0;0
Saif Eddine Khaoui;TUN;24;Marseille;Ligue 1;Falsch;4;0;4;59;65;2;3;41;0;0;0;0;0;0;0;0;1;75;2000000;106;0.2;0;2;1;0;2;27;52;1265;3;0;7;3;4;1;222;97;218;0.2;0.2;0;0
Davy Klaassen;NED;26;Werder Bremen;Bundesliga;Falsch;123;5;20;1291;1151;69;54;1005;3;4;1;3;3;5;15;7;27;1582;12000000;2936;4.9;1;14;2;6;66;590;936;1278;83;2;161;67;94;48;3953;1834;5361;3.4;7.2;0;1
