Player;Nation;Age;Squad;Comp;played_two_leagues;#Prog_Pass;Ast;Att_Drib;Att_Pass;Att_Recep;Blocks;Clr;Cmp_Pass;Def_GCA;Def_SCA;Drib_GCA;Drib_SCA;Fld_GCA;Fld_SCA;GCA;Gls;Int;Live_Touches;Marktvalue;Min;npxG;OG_GCA;Oppon_Drib;PassDead_SCA;PassLive_GCA;PassLive_SCA;Press;Recep;Rk;SCA;Sh_SCA;Succ_Press;Tkl;Tkl+Int;TklW;TotDist_Carried;TotPrgDist_Carried;TotPrgDist_Pass;xA;xG;PassDead_GCA;Sh_GCA
Mattia De Sciglio;ITA;26;Juventus;Serie A;Falsch;24;0;11;344;272;12;15;283;0;0;0;2;0;1;1;0;7;350;9500000;471;0;0;8;0;1;8;48;260;635;11;0;16;11;18;5;1452;749;1737;0.1;0;0;0
Faouzi Ghoulam;ALG;28;Napoli;Serie A;Falsch;20;1;5;300;247;9;6;240;0;0;0;0;0;0;1;0;4;283;9500000;376;0.2;0;5;6;0;8;42;227;949;14;0;10;8;12;3;971;558;1361;1;0.2;1;0
Presnel Kimpembe;FRA;23;Paris S-G;Ligue 1;Falsch;44;0;13;1119;950;14;36;1061;0;0;0;1;0;0;0;0;18;1205;28000000;1225;0.4;0;12;0;0;5;124;941;1273;7;1;49;41;59;25;4802;2537;5909;0.1;0.4;0;0
Panagiotis Tachtsidis;GRE;28;Lecce;Serie A;Falsch;136;2;32;1200;972;40;43;944;1;2;0;0;0;4;4;0;25;1384;950000;2003;0.7;0;25;1;3;42;437;928;2438;50;1;127;61;86;44;5505;3127;6687;1.3;0.7;0;0
Kwadwo Asamoah;GHA;30;Inter;Serie A;Falsch;29;1;15;372;304;9;12;296;0;0;0;0;0;0;3;0;10;386;6500000;639;0.1;0;13;0;3;16;96;279;127;16;0;25;9;19;5;1483;1003;1500;0.7;0.1;0;0
Yussuf Poulsen;DEN;25;RB Leipzig;Bundesliga;Falsch;31;6;25;339;716;18;13;239;0;1;0;2;1;2;9;5;7;525;24000000;1222;5.7;0;13;1;6;27;414;399;2014;35;2;94;13;20;11;1871;957;740;1.8;5.7;1;1
Salvatore Bocchetti;ITA;32;Hellas Verona;Serie A;Falsch;15;0;2;176;130;7;27;147;0;0;0;0;0;0;0;0;6;215;800000;303;0;0;0;0;0;1;40;127;314;1;0;10;5;11;2;604;429;1016;0;0;0;0
Ervin Zukanovic;BIH;32;SPAL;Serie A;Falsch;3;0;1;126;94;2;11;112;0;0;0;0;0;0;0;0;5;146;950000;204;0;0;1;0;0;0;16;94;2727;0;0;4;1;6;1;513;198;631;0;0;0;0
Dani Parejo;ESP;30;Valencia;La Liga;Falsch;251;3;57;2398;1993;52;17;1980;0;2;0;1;2;5;13;8;22;2394;28000000;3024;1.7;1;42;38;6;59;650;1884;1895;109;3;165;62;84;46;9096;4180;14576;4.1;6.3;4;0
Amine Adli;FRA;19;Toulouse;Ligue 1;Falsch;4;0;4;27;26;0;0;21;0;0;0;0;0;0;0;0;1;28;300000;46;0;0;3;1;0;2;17;23;17;3;0;4;0;1;0;259;144;127;0.1;0;0;0
Khephren Thuram;FRA;18;Nice;Ligue 1;Falsch;17;0;6;368;330;12;17;320;0;1;0;0;0;1;0;0;5;439;3600000;590;0;0;5;0;0;9;123;317;2485;12;1;29;26;31;14;1758;812;868;0.1;0;0;0
Levin Oztunali;GER;23;Mainz 05;Bundesliga;Falsch;65;3;62;535;658;41;21;349;0;0;2;6;1;5;6;4;8;772;2800000;1778;2;0;41;1;3;45;398;458;1870;61;4;105;35;43;22;4446;2867;2032;2.6;2;0;0
Ximo Navarro;ESP;29;Alavés;La Liga;Falsch;50;0;21;848;525;49;102;643;0;0;0;0;0;0;0;0;26;949;2000000;1903;0.4;0;15;2;0;4;269;484;1765;6;0;81;47;73;27;3396;1614;4758;0.1;0.4;0;0
Nicola Murru;ITA;24;Sampdoria;Serie A;Falsch;94;0;44;1050;779;57;63;695;0;0;0;4;0;0;1;0;16;1090;5200000;2259;0.4;0;30;4;0;34;289;695;1740;42;0;82;47;63;34;4236;2622;6686;1.3;0.4;1;0
Kevin Long;IRL;28;Burnley;Premier League;Falsch;7;0;1;186;121;15;39;141;0;0;0;0;0;0;1;0;1;251;1600000;564;0.2;0;1;1;0;0;53;117;1441;2;1;17;10;11;8;474;173;908;0;0.2;1;0
Thiago Maia;ESP;28;Bayern Munich;Bundesliga;Falsch;197;0;70;1840;1576;21;19;1649;0;1;2;3;0;1;8;3;23;1962;3200000;1771;2.5;0;61;5;6;44;292;1515;51;57;3;101;54;77;38;7066;3397;8766;1;2.5;0;0
Matt Targett;ENG;23;Aston Villa;Premier League;Falsch;118;2;23;1219;833;68;88;894;1;2;0;0;0;1;5;1;21;1264;10500000;2291;0.5;0;14;6;3;46;372;771;2447;56;1;109;57;78;33;3294;1853;7327;2.7;0.5;0;1
Moussa Kone;SEN;22;Nîmes;Ligue 1;Falsch;0;0;2;22;67;2;0;18;0;0;0;1;0;1;0;2;1;42;2800000;140;1.2;0;1;0;0;2;24;29;1301;5;1;3;2;3;2;201;124;34;0.1;1.2;0;0
Muhamed Besic;BIH;26;Sheffield Utd;Premier League;Falsch;9;0;10;106;96;4;5;86;0;0;0;0;0;0;0;0;2;136;2400000;250;0.1;0;9;0;0;3;71;84;290;3;0;17;9;11;6;489;174;328;0.1;0.1;0;0
Moreto Cassama;GNB;21;Reims;Ligue 1;Falsch;36;1;18;507;430;7;6;445;0;0;0;0;0;0;2;0;4;538;1300000;592;0.1;1;16;7;0;6;63;422;464;14;0;26;21;25;15;2197;931;2304;0.4;0.1;1;0
Leonardo Bonucci;ITA;32;Juventus;Serie A;Falsch;139;0;6;2089;1804;58;135;1830;0;0;0;0;0;0;2;3;19;2283;20000000;3082;3.1;0;5;0;2;27;184;1768;329;28;1;64;31;50;16;8168;4821;16587;0.8;3.1;0;0
Stefan Lainer;AUT;26;M'Gladbach;Bundesliga;Falsch;133;3;76;1564;1229;62;80;1105;0;0;0;2;2;2;7;1;23;1593;14500000;2710;1.1;0;45;2;5;54;508;1102;1351;60;0;163;58;81;36;6720;4232;9830;3.8;1.1;0;0
Leandro Cabrera;URU;28;Getafe / Espanyol;La Liga;Falsch;106;1;12;1322;816;44;272;825;0;0;0;0;0;0;2;2;24;1578;8000000;3060;0.9;1;10;5;0;10;252;793;813;17;1;96;39;63;19;5161;2397;9064;0.5;0.9;1;0
Jamilu Collins;NGA;24;Paderborn 07;Bundesliga;Falsch;131;2;79;1768;1246;100;97;1346;0;0;0;3;0;2;3;1;40;1864;2400000;2668;1;0;47;5;3;37;434;1177;541;49;2;144;78;118;41;9170;5713;10893;1.4;1.7;0;0
Mattia Destro;ITA;28;Bologna / Genoa;Serie A;Falsch;5;0;4;46;158;2;0;34;0;2;0;2;0;0;0;0;4;76;2400000;335;0.8;0;4;0;0;3;72;51;1329;7;0;15;3;7;3;260;128;139;0.9;0.8;0;0
Dimitri Payet;FRA;32;Marseille;Ligue 1;Falsch;118;4;98;1109;1155;10;14;775;0;1;2;9;0;7;13;9;5;1152;10000000;1930;3.9;2;66;51;6;65;233;964;1912;141;6;66;21;26;12;7238;4550;5714;6.6;6.2;2;1
Maximilian Mittelstadt;GER;22;Hertha BSC;Bundesliga;Falsch;88;3;29;1124;884;67;82;814;0;1;1;1;0;1;4;1;32;1244;11000000;1887;0.9;0;19;6;1;25;380;758;1677;35;1;102;66;98;35;4509;2575;6147;1.6;0.9;1;1
Isco;ESP;27;Real Madrid;La Liga;Falsch;69;2;54;856;986;17;2;735;0;1;0;1;2;3;7;1;7;975;40000000;1181;1.5;0;36;1;3;34;195;849;1164;43;3;45;14;21;8;4833;2615;2853;2.1;1.5;1;1
Igor Zubeldia;ESP;22;Real Sociedad;La Liga;Falsch;107;1;29;1670;1388;58;102;1467;0;1;0;0;0;0;1;0;16;1926;24000000;2640;0.4;0;23;0;1;12;371;1360;2724;13;0;108;57;73;37;8333;4536;7561;0.6;0.4;0;0
Marcel Tisserand;COD;26;Wolfsburg;Bundesliga;Falsch;66;1;11;722;535;20;83;562;0;2;0;0;0;0;1;1;24;869;6000000;1204;0.8;0;9;0;1;10;132;514;2490;12;0;46;23;47;11;3686;1902;4819;0.3;0.8;0;0
Florian Niederlechner;GER;28;Augsburg;Bundesliga;Falsch;40;6;72;502;1214;35;34;369;1;1;4;12;2;12;14;13;5;814;8000000;2720;11.1;0;40;1;6;40;542;569;1793;72;6;129;26;31;18;3258;1999;1336;5.5;12.6;0;1
Nicolas Hofler;GER;29;Freiburg;Bundesliga;Falsch;123;0;45;1467;1120;70;78;1230;0;2;0;3;1;3;2;1;59;1775;3500000;2783;2.5;0;34;0;1;34;567;1068;1103;44;2;142;72;131;45;6866;3337;6104;0.4;2.5;0;0
Khiry Shelton;USA;26;Paderborn 07;Bundesliga;Falsch;0;0;2;4;14;0;0;4;0;0;0;0;0;1;0;0;0;10;400000;34;0;0;2;0;0;2;12;8;2303;3;0;5;0;0;0;57;19;14;0;0;0;0
Florent Balmont;FRA;39;Dijon;Ligue 1;Falsch;23;0;3;266;240;6;2;222;0;0;0;0;0;0;0;0;2;297;250000;401;0.2;0;3;2;0;5;99;213;180;9;2;28;16;18;9;1012;548;954;0;0.2;0;0
Tommy Doyle;ENG;17;Manchester City;Premier League;Falsch;0;0;0;19;19;0;0;19;0;0;0;0;0;0;0;0;0;20;0;16;0.1;0;0;0;0;0;5;19;726;0;0;1;0;0;0;100;20;26;0;0.1;0;0
Sergi Roberto;ESP;27;Barcelona;La Liga;Falsch;120;2;25;2132;1997;33;46;1964;0;0;0;1;0;2;9;1;19;2232;40000000;2339;0.8;0;16;0;9;49;237;1865;2123;52;0;70;27;46;19;8868;5414;7155;2.4;0.8;0;0
Irvin Cardona;FRA;21;Brest;Ligue 1;Falsch;37;3;37;441;741;15;7;290;0;1;1;3;0;3;5;6;3;653;4800000;1450;6.3;0;12;0;3;23;331;504;452;33;3;94;16;19;11;3169;1880;1286;1.8;6.3;0;1
Ruben Rochina;ESP;28;Levante;La Liga;Falsch;95;3;65;967;1023;27;29;700;0;3;0;2;1;5;7;5;13;1189;3200000;1875;2.6;0;46;3;5;42;334;889;2130;59;4;89;44;57;25;4700;2393;4760;2.6;2.6;0;1
Alex Remiro;ESP;24;Real Sociedad;La Liga;Falsch;0;0;1;910;520;0;4;683;0;0;0;0;0;0;0;0;0;745;12000000;2250;0.1;0;1;1;0;3;1;519;2091;4;0;0;0;0;0;2397;1104;12281;0;0.1;0;0
Ciaran Clark;IRL;29;Newcastle Utd;Premier League;Falsch;15;0;7;322;223;25;98;253;0;0;0;0;0;0;0;2;14;471;4800000;1186;1.3;0;5;0;0;1;122;207;524;1;0;44;22;36;12;1071;392;2056;0;1.3;0;0
Joaquin Fernandez;ESP;23;Valladolid;La Liga;Falsch;47;0;10;749;566;33;92;609;0;0;0;0;1;1;2;2;21;915;2400000;1659;0.7;0;9;1;1;12;272;542;846;14;0;74;37;58;23;2246;875;3131;0.1;0.7;0;0
Anuar;MAR;24;Valladolid;La Liga;Falsch;4;0;3;101;94;6;1;86;0;0;0;0;0;0;0;0;3;125;1200000;189;0;0;2;0;0;2;37;83;107;2;0;7;4;7;4;716;347;254;0;0;0;0
Brayan Vera;COL;20;Lecce;Serie A;Falsch;3;1;2;78;85;4;4;58;0;1;0;0;0;0;1;0;0;92;450000;155;0.1;0;1;1;1;2;58;66;2592;4;0;13;6;6;4;343;204;370;0.2;0.1;0;0
Julian Draxler;GER;25;Paris S-G;Ligue 1;Falsch;44;4;21;485;491;13;3;431;0;0;1;2;0;0;8;0;8;545;24000000;686;1.5;1;13;2;4;15;135;444;730;21;1;45;12;20;8;2862;1591;1648;1.9;1.5;1;1
Streli Mamba;GER;25;Paderborn 07;Bundesliga;Falsch;9;2;29;276;574;15;8;212;0;2;0;4;0;4;3;5;6;433;1600000;1521;4.6;0;18;0;2;15;446;299;1519;26;1;105;15;21;11;2297;1276;459;1.3;4.6;0;1
Inaki Williams;ESP;25;Athletic Club;La Liga;Falsch;36;1;84;710;1513;14;30;510;0;1;2;11;2;14;9;6;4;1054;40000000;2939;5.8;0;56;0;4;49;404;846;2665;81;6;116;17;21;13;5784;3379;1365;2.6;7.3;0;1
Charles Traore;MLI;27;Nantes;Ligue 1;Falsch;77;1;24;1078;722;34;94;803;0;0;0;1;0;0;0;0;27;1098;2400000;1738;0.1;0;17;1;0;13;301;691;2527;15;0;83;54;81;29;3318;1968;6470;0.2;0.1;0;0
Sebastiano Esposito;ITA;17;Inter;Serie A;Falsch;5;0;4;62;112;5;0;41;0;1;0;0;0;0;0;1;3;94;9000000;199;1;0;2;0;0;4;78;65;789;7;2;24;3;6;3;221;93;189;0.1;1.7;0;0
Okay Yokuslu;TUR;25;Celta Vigo;La Liga;Falsch;50;2;33;1064;834;22;89;882;0;0;0;0;0;0;3;0;17;1272;6000000;1973;0.3;0;24;0;2;12;267;791;2686;13;1;81;38;55;26;4119;1902;3491;1.4;0.3;0;1
Robert Skov;DEN;23;Hoffenheim;Bundesliga;Falsch;103;7;71;1341;1209;45;41;1005;0;1;1;7;0;4;11;4;18;1418;10500000;2608;3.9;0;45;32;5;38;292;1048;2343;89;7;93;47;65;30;6603;4374;6344;4.7;3.9;2;3
Bryan Gil;ESP;18;Leganés / Sevilla;La Liga;Falsch;12;0;25;240;302;10;2;163;0;1;0;4;0;1;1;1;3;328;9000000;623;1;0;16;3;0;15;164;231;761;25;1;47;15;18;11;2171;1312;764;0.9;1;1;0
Andreas Cornelius;DEN;26;Parma;Serie A;Falsch;25;3;31;413;833;6;27;293;0;0;0;1;2;3;5;12;2;629;8000000;1494;7.2;0;20;0;3;33;219;487;560;37;0;57;8;10;6;2256;883;801;1.6;7.2;0;0
Kingsley Michael;NGA;19;Bologna;Serie A;Falsch;4;0;0;58;49;1;3;51;0;0;0;0;0;0;0;0;0;60;900000;76;0;0;0;0;0;1;15;43;1654;1;0;4;1;1;0;248;125;176;0.1;0;0;0
Patrick van Aanholt;NED;28;Crystal Palace;Premier League;Falsch;129;2;36;1558;1079;57;67;1227;0;0;1;3;0;2;5;3;23;1458;9500000;2507;1.6;0;18;23;3;32;267;994;1;62;2;74;51;74;32;5651;3129;9280;3.2;2.4;1;0
Florian Chabrolle;FRA;21;Marseille;Ligue 1;Falsch;2;0;1;16;21;0;0;14;0;0;0;0;0;0;0;0;0;19;250000;18;0;0;0;0;0;0;8;16;487;0;0;3;0;0;0;110;72;69;0;0;0;0
Javi Garcia;ESP;32;Betis;La Liga;Falsch;6;0;2;191;168;3;26;159;0;0;0;0;0;1;0;0;1;229;1600000;377;0.2;0;1;0;0;0;33;159;919;1;0;6;2;3;1;707;275;581;0;0.2;0;0
Marcelo;BRA;31;Real Madrid;La Liga;Falsch;107;2;13;1071;946;21;21;882;0;0;0;2;2;2;7;1;15;1087;16000000;1296;0.5;0;10;0;5;45;137;871;1538;50;1;45;20;35;12;4155;2597;5665;2.1;0.5;0;0
Sarpreet Singh;NZL;20;Bayern Munich;Bundesliga;Falsch;3;0;0;29;34;0;0;22;0;0;0;0;0;0;0;0;0;33;900000;72;0;0;0;0;0;1;17;27;2329;1;0;5;1;1;0;145;56;78;0;0;0;0
Asier Illarramendi;ESP;29;Real Sociedad;La Liga;Falsch;13;0;1;183;150;2;5;168;0;0;0;0;0;0;0;0;2;197;14500000;216;0;0;0;0;0;2;13;148;1151;2;0;4;3;5;2;1082;673;1061;0.2;0;0;0
Musa Barrow;GAM;20;Bologna / Atalanta;Serie A;Falsch;47;4;74;650;949;22;12;474;0;0;1;18;0;3;8;9;10;857;11000000;1544;6.2;0;54;9;6;55;342;679;413;93;8;85;19;29;10;4863;2811;2284;3.8;7.7;0;1
Roberto Firmino;BRA;27;Liverpool;Premier League;Falsch;103;8;97;1171;1818;47;16;931;0;3;4;15;0;3;19;9;11;1543;72000000;2988;13.5;0;64;0;14;72;694;1218;855;97;4;216;37;48;26;6483;3589;3589;6.3;13.5;0;1
Grant Hanley;SCO;27;Norwich City;Premier League;Falsch;13;0;3;639;516;34;103;538;0;0;0;0;0;0;0;0;17;801;2000000;1262;0.5;0;2;0;0;2;143;502;1057;2;0;50;27;44;17;2301;1016;3189;0;0.5;0;0
Fran Gamez;ESP;28;Mallorca;La Liga;Falsch;58;1;22;862;628;58;43;638;0;0;0;1;0;1;1;0;20;927;650000;1768;1;0;18;2;1;19;307;541;912;24;1;70;70;90;40;3554;2090;4663;0.9;1;0;0
Gil Dias;POR;22;Granada / Monaco;La Liga / Ligue 1;Wahr;85;1;54;777;669;29;34;617;1;3;0;4;1;2;5;0;17;889;3200000;1413;1.4;0;39;3;2;27;393;574;429;45;6;114;75;92;43;5148;3371;3776;2.1;1.4;0;1
Andre Hoffmann;GER;26;Düsseldorf;Bundesliga;Falsch;46;1;4;1335;1033;29;133;1215;0;0;0;0;0;0;1;2;39;1540;2400000;2428;1.2;0;4;1;1;7;225;1021;1102;8;0;85;40;79;22;4815;2096;7586;0.5;1.2;0;0
Sam Byram;ENG;25;Norwich City;Premier League;Falsch;43;0;14;763;585;50;75;625;0;1;0;1;0;1;0;0;20;875;2800000;1293;1.2;0;7;0;0;14;236;518;399;20;3;74;46;66;23;2243;1128;3375;0.5;1.2;0;0
Simone Pinna;ITA;21;Cagliari;Serie A;Falsch;9;0;1;78;59;3;2;64;0;0;0;0;0;0;0;0;3;82;200000;90;0;0;0;0;0;3;14;59;1985;3;0;3;2;5;2;352;245;641;0.1;0;0;0
Edin Dzeko;BIH;33;Roma;Serie A;Falsch;67;7;74;813;1558;12;34;565;0;1;1;12;4;10;18;16;7;1182;11000000;2854;18.1;0;45;1;11;79;280;965;755;112;9;80;17;24;11;4921;2340;2014;5;18.1;0;2
Javairo Dilrosun;NED;21;Hertha BSC;Bundesliga;Falsch;37;2;66;412;522;45;5;298;0;1;2;6;0;2;4;4;19;594;14500000;1309;1.9;0;51;3;2;14;205;384;691;26;0;48;15;34;6;4302;2661;1575;1.2;1.9;0;0
Federico Valverde;URU;21;Real Madrid;La Liga;Falsch;75;5;35;1119;1135;43;14;985;0;2;0;1;0;0;8;2;17;1305;54000000;1907;1.9;0;24;1;8;38;375;1015;2574;43;1;93;36;53;19;5413;3192;3944;3.5;1.9;0;0
Patrick Herrmann;GER;28;M'Gladbach;Bundesliga;Falsch;46;6;22;529;710;20;8;375;1;3;0;1;1;6;10;6;7;682;5200000;1453;7.8;0;18;3;8;32;283;508;1094;46;1;82;29;36;20;3001;1886;1811;5.1;7.8;0;0
Hirving Lozano;MEX;24;Napoli;Serie A;Falsch;25;1;44;352;571;16;2;270;0;1;0;7;1;4;3;4;3;524;28000000;1025;4.1;0;29;1;2;33;283;417;1467;47;1;50;10;13;7;3525;2236;735;2.1;4.1;0;0
Yannick Carrasco;BEL;25;Atlético Madrid;La Liga;Falsch;24;2;33;232;319;11;2;174;0;0;1;3;3;6;7;1;5;324;22500000;631;1.7;0;20;5;2;10;148;226;456;25;1;38;13;18;7;1912;1236;902;0.7;1.7;1;0
Mitchel Bakker;NED;19;Paris S-G;Ligue 1;Falsch;1;0;1;94;88;1;0;91;0;0;0;0;0;0;0;0;0;95;900000;90;0;0;1;0;0;1;13;86;170;1;0;9;3;3;3;278;80;427;0;0;0;0
Tomas Vaclik;CZE;30;Sevilla;La Liga;Falsch;0;0;0;921;398;0;0;668;0;0;0;0;0;0;0;0;0;677;14500000;2925;0;0;0;1;0;3;0;394;2558;4;0;0;0;0;0;1777;866;12638;0;0;0;0
Mattia Perin;ITA;26;Genoa;Serie A;Falsch;0;0;0;735;302;0;0;456;0;0;0;0;0;0;0;0;0;534;8000000;1890;0;0;0;0;0;2;3;299;1954;2;0;2;0;0;0;2122;1028;9879;0.1;0;0;0
Nico Schlotterbeck;GER;19;Freiburg;Bundesliga;Falsch;15;0;4;194;141;7;32;152;0;0;0;0;0;0;1;0;4;235;4000000;373;0.1;0;4;0;1;6;37;137;2270;6;0;10;8;12;5;1023;604;1099;0.3;0.1;0;0
Raul Garcia;ESP;33;Athletic Club;La Liga;Falsch;7;1;16;136;1409;56;48;89;0;0;0;0;0;0;0;15;16;1344;6000000;2869;5.3;0;9;0;0;5;734;925;923;5;0;199;65;81;37;2981;1530;883;0.9;10.8;0;0
Jeff Hendrick;IRL;27;Burnley;Premier League;Falsch;39;2;48;575;603;35;19;420;0;0;0;1;0;0;1;2;14;752;9000000;1931;1.5;0;27;3;1;21;356;471;1074;27;2;69;18;32;10;2775;1297;1712;0.7;1.5;0;0
Federico Di Francesco;ITA;25;SPAL;Serie A;Falsch;27;0;28;346;488;13;3;264;0;2;0;4;1;6;2;2;4;439;4000000;1082;2.4;0;18;3;1;24;169;335;669;41;2;43;7;11;6;2643;1453;1068;1;2.4;0;0
Robin Olsen;SWE;29;Cagliari;Serie A;Falsch;0;0;0;500;174;0;0;324;0;0;0;0;0;0;0;0;0;342;6500000;1524;0;0;0;1;0;0;0;174;1839;1;0;0;0;0;0;936;555;7252;0;0;0;0
Brandon;ESP;24;Osasuna;La Liga;Falsch;5;1;8;117;222;5;1;82;0;0;0;3;0;1;1;0;1;166;1200000;406;0.9;0;3;0;1;4;121;123;357;9;1;21;4;5;2;858;496;225;0.4;0.9;0;0
Federico Dimarco;ITA;21;Hellas Verona / Inter;Serie A;Falsch;37;3;6;433;353;9;17;326;0;0;0;0;0;0;4;0;2;430;4000000;548;0.7;0;4;6;3;11;94;320;1385;18;1;33;11;13;7;1718;1049;2584;2;0.7;1;0
Ellyes Skhiri;TUN;24;Köln;Bundesliga;Falsch;124;3;40;1401;1124;73;50;1190;0;3;1;2;1;2;8;1;38;1684;6800000;2672;1.9;0;32;1;4;40;713;1024;2339;52;4;221;73;111;49;6121;2948;5436;2.3;1.9;0;2
Juraj Kucka;SVK;32;Parma;Serie A;Falsch;56;3;62;729;891;36;40;508;0;3;2;4;1;4;10;6;15;1030;4000000;1932;3.1;0;43;0;5;33;445;687;1332;47;3;116;51;66;35;3493;1810;2916;1.9;4.6;0;2
Cristiano Biraghi;ITA;26;Inter;Serie A;Falsch;59;6;19;901;724;51;39;646;0;0;1;3;0;3;12;2;7;884;9500000;1576;1;0;10;13;10;38;230;655;297;57;0;53;28;35;14;3031;1663;4758;3.5;1;1;0
Calum Chambers;ENG;24;Arsenal;Premier League;Falsch;45;1;18;865;715;21;61;702;1;2;0;0;0;0;3;1;13;936;14500000;1102;0.7;0;13;2;1;9;143;678;491;17;4;51;25;38;18;2956;1638;4326;0.7;0.7;0;1
Sergej Milinkovic Savic;SRB;24;Lazio;Serie A;Falsch;173;4;64;1757;1946;82;60;1360;0;4;0;2;1;4;13;7;25;2224;64000000;3029;6.8;0;46;1;11;86;712;1663;1662;104;7;194;82;107;59;8260;3797;7350;4.7;6.8;0;1
Florian Miguel;FRA;22;Nîmes;Ligue 1;Falsch;59;0;33;954;703;32;71;707;0;1;0;1;1;4;2;1;27;978;1600000;2056;1.3;0;16;4;1;20;247;621;1658;30;0;81;53;80;32;3801;2375;6082;0.9;1.3;0;0
Federico Fernandez;ARG;30;Newcastle Utd;Premier League;Falsch;32;2;14;1184;865;61;214;907;0;0;0;1;0;0;3;2;8;1433;5500000;2620;1.7;0;11;0;1;6;231;838;844;10;3;73;50;58;32;3800;1841;8025;0.3;1.7;0;2
Federico Bonazzoli;ITA;22;Sampdoria;Serie A;Falsch;12;0;18;209;408;4;2;146;0;2;0;2;0;4;2;6;8;330;1600000;744;4.1;0;10;0;1;17;159;260;324;29;4;32;7;15;6;1659;866;404;0.6;4.1;0;1
Valentin Rongier;FRA;24;Marseille / Nantes;Ligue 1;Falsch;103;3;37;1443;1339;43;18;1251;1;6;0;2;0;3;4;0;22;1662;16000000;2060;1.7;0;30;1;3;49;695;1219;4321;66;5;181;80;102;54;6497;3106;4494;1.8;2.5;0;0
Jaromir Zmrhal;CZE;25;Brescia;Serie A;Falsch;42;0;11;381;468;11;10;272;0;0;0;1;0;1;0;2;4;444;2400000;1125;1;0;9;1;0;19;218;333;2720;23;1;50;11;15;5;1576;892;1363;0.5;1;0;0
Gonzalo Pereira;ESP;22;Levante;La Liga;Falsch;0;0;0;5;5;0;0;5;0;0;0;0;0;0;0;0;0;5;300000;13;0;0;0;0;0;0;1;5;1938;0;0;0;0;0;0;19;15;9;0;0;0;0
Pedro;ESP;32;Chelsea;Premier League;Falsch;0;1;27;19;395;7;1;14;0;0;0;0;0;0;0;1;4;422;12000000;661;2.8;0;17;0;0;1;152;321;1920;1;0;49;17;21;10;2323;1065;11;0.8;2.8;0;0
Robert Lewandowski;POL;30;Bayern Munich;Bundesliga;Falsch;69;4;106;783;1606;16;13;592;0;2;4;12;2;10;15;34;4;1174;56000000;2759;23.7;0;70;0;9;68;387;1000;1411;102;10;123;19;23;12;5121;2509;1801;5.7;27.5;0;0
Amir Rrahmani;KVX;25;Hellas Verona;Serie A;Falsch;90;1;23;1516;1167;76;201;1221;0;0;1;4;0;0;3;0;25;1862;9500000;3228;3;0;14;0;1;23;483;1101;2172;30;3;139;63;88;39;6463;3300;8024;0.8;3;0;1
Fabian Johnson;USA;31;M'Gladbach;Bundesliga;Falsch;10;0;3;116;114;5;1;89;0;0;0;0;0;0;0;0;0;121;1600000;271;0;0;2;0;0;2;63;85;1202;2;0;20;4;4;3;380;229;514;0.1;0;0;0
Maximilian Beier;GER;16;Hoffenheim;Bundesliga;Falsch;0;0;5;22;63;0;0;15;0;0;0;0;0;0;0;0;0;44;300000;109;1.4;0;1;0;0;1;37;33;233;1;0;14;4;4;3;299;221;30;0.1;1.4;0;0
Flavien Tait;FRA;26;Rennes;Ligue 1;Falsch;48;2;38;410;496;10;7;304;0;0;0;5;0;3;4;2;5;526;4800000;885;1.3;0;20;0;4;28;213;401;2440;37;1;56;23;28;14;2987;1970;1309;2;1.3;0;0
Lucas Lima;BRA;20;Hoffenheim;Bundesliga;Falsch;0;0;4;25;24;2;1;18;0;0;0;0;0;0;0;1;1;34;5500000;65;0.5;0;2;0;0;0;14;21;1470;0;0;1;1;2;0;122;70;36;0;0.5;0;0
Giacomo Vrioni;ALB;20;Juventus;Serie A;Falsch;0;0;0;2;5;0;0;2;0;0;0;0;0;0;0;0;0;4;450000;12;0;0;0;0;0;0;5;4;2627;0;0;0;0;0;0;13;2;0;0;0;0;0
Dwight Gayle;ENG;28;Newcastle Utd;Premier League;Falsch;7;2;5;150;303;10;8;110;0;0;0;0;0;2;2;4;1;227;9500000;850;4.4;0;4;1;2;7;119;161;931;12;2;33;13;14;10;645;287;222;0.8;4.4;0;0
Darko Brasanac;SRB;27;Osasuna;La Liga;Falsch;57;1;22;772;866;21;28;576;0;2;0;1;1;4;4;0;16;968;1600000;2245;1.8;0;12;0;2;37;430;604;360;48;4;122;40;56;27;2933;1410;2418;1.6;1.8;0;1
Pierre Emile Hojbjerg;DEN;23;Southampton;Premier League;Falsch;135;1;55;1810;1458;63;78;1413;0;1;0;2;2;5;5;0;42;2158;12000000;2752;2.7;0;46;1;3;53;633;1336;1130;64;2;212;90;132;57;7513;3280;6921;2.1;2.7;0;0
Alex Alegria;ESP;26;Mallorca;La Liga;Falsch;0;0;2;35;68;1;0;23;0;0;0;0;0;1;0;0;1;49;650000;109;0;0;1;0;0;0;21;40;55;1;0;6;1;2;0;166;80;41;0;0;0;0
Ander Herrera;ESP;29;Paris S-G;Ligue 1;Falsch;30;1;5;503;479;7;5;466;0;0;0;0;0;1;2;1;5;547;16000000;547;0.2;0;3;0;2;14;117;455;1089;16;1;39;21;26;10;1837;968;1724;0.5;0.2;0;0
