Player,Nation,Age,Squad,Comp,played_two_leagues,#Prog_Pass,Ast,Att_Drib,Att_Pass,Att_Recep,Blocks,Clr,Cmp_Pass,Def_GCA,Def_SCA,Drib_GCA,Drib_SCA,F1,Fld_GCA,Fld_SCA,GCA,Gls,Int,Live_Touches,Marktvalue,Min,npxG,OG_GCA,Oppon_Drib,PassDead,PassDead_SCA,PassLive_GCA,PassLive_SCA,Press,Recep,Rk,SCA,Sh_SCA,Sh_SCA.1,Succ_Press,Tkl,Tkl+Int,TklW,TotDist_Carried,TotPrgDist_Carried,TotPrgDist_Pass,xA,xG
Nicolas NKoulou,CMR,29,Torino,it Serie A,False,13,0,11,1139,829,78,186,1021,0,1,0,0,1700,0,0,1,1,47,1462,11000000,2692,1,0,10,0,0,0,7,217,806,1799,9,1,1,63,41,88,22,3943,1183,4932,0.1,1
Cristian Zapata,COL,32,Genoa,it Serie A,False,31,0,9,874,693,41,99,808,0,1,0,1,2524,0,0,0,1,13,1035,1600000,1718,0.7,0,8,0,0,0,8,215,681,2704,13,0,3,74,33,46,21,4441,2287,4697,0.7,0.7
Thomas Basila,FRA,20,Nantes,fr Ligue 1,False,8,0,1,249,182,3,27,208,0,0,0,0,199,0,0,0,0,1,267,1800000,415,0,0,1,0,0,0,1,28,176,213,1,0,0,12,6,7,1,637,246,1411,0.1,0
Jonny Castro,ESP,25,Wolves,eng Premier League,False,87,2,76,1445,1199,79,45,1177,1,5,0,2,425,0,3,7,2,36,1562,,2887,1.3,0,40,1,2,5,42,722,1042,470,54,0,0,215,98,134,61,6775,4341,5897,0.9,1.3
Japhet Tanganga,ENG,20,Tottenham,eng Premier League,False,11,0,10,232,171,12,33,188,0,0,0,0,2285,0,0,0,0,9,286,7200000,525,0.1,0,7,0,0,0,2,95,156,2444,2,0,0,30,20,29,15,855,455,1096,0,0.1
Iddrisu Baba,GHA,23,Mallorca,es La Liga,False,98,0,54,1285,1016,34,71,1046,0,0,0,0,143,0,1,1,0,23,1595,2000000,2903,0.9,0,47,0,0,1,24,580,955,154,25,0,0,188,68,91,45,6788,3026,5377,0.2,0.9
Bryan Cristante,ITA,24,Roma,it Serie A,False,107,3,17,1072,985,21,31,915,0,1,0,1,540,0,2,5,1,11,1201,20000000,1616,1.2,0,14,0,1,5,34,301,935,585,42,0,3,71,25,36,14,5739,3080,5779,1.7,1.2
Joel Matip,CMR,27,Liverpool,eng Premier League,False,39,0,2,514,412,7,76,448,0,0,0,0,1491,0,1,0,1,5,610,32000000,703,0.3,0,2,0,0,0,4,64,408,1589,5,0,0,27,13,18,9,2518,1771,3136,0,0.3
Berat Djimsiti,ALB,26,Atalanta,it Serie A,False,85,1,17,1834,1448,38,157,1612,0,0,0,0,648,0,0,1,2,31,2061,12000000,2783,1.8,0,14,0,1,0,22,368,1394,705,26,1,3,131,55,86,25,6508,3079,9046,0.5,1.8
Lillo Castellano,ESP,30,Osasuna,es La Liga,False,13,0,1,124,91,3,9,100,0,0,0,0,1331,0,0,0,0,1,118,550000,195,0,0,1,0,0,0,3,19,82,1419,3,0,0,4,5,6,2,519,328,871,0.1,0
Matheus Pereira,BRA,21,Dijon,fr Ligue 1,False,23,0,9,239,231,13,5,176,0,0,0,1,2173,0,0,1,0,5,287,1300000,465,0.6,0,6,0,4,0,14,130,189,2320,21,1,2,35,12,17,4,1086,461,995,1.1,0.6
Julian Draxler,GER,25,Paris S-G,fr Ligue 1,False,44,4,21,485,491,13,3,431,0,0,1,2,672,0,0,8,0,8,545,24000000,686,1.5,1,13,1,2,4,15,135,444,730,21,1,1,45,12,20,8,2862,1591,1648,1.9,1.5
Stefano Sturaro,ITA,26,Genoa,it Serie A,False,37,2,30,498,527,27,30,366,0,0,0,2,2259,2,5,4,1,10,668,8000000,1252,2.2,0,18,0,2,2,15,285,433,2412,28,0,4,86,35,45,26,2522,1178,2030,1.1,2.2
Javi Ontiveros,ESP,21,Villarreal,es La Liga,False,35,1,59,479,568,14,6,368,0,1,0,5,1741,1,3,4,2,5,649,7000000,889,2.1,0,30,0,4,3,19,271,491,1843,33,0,1,68,34,39,22,4189,2680,1575,1.4,2.1
Samuel Fridjonsson,ISL,23,Paderborn 07,de Bundesliga,False,5,0,2,103,86,4,7,87,0,0,0,0,821,0,0,0,0,2,127,400000,192,0,0,1,0,0,0,0,30,80,892,0,0,0,8,3,5,2,262,122,318,0,0
Robin Gosens,GER,25,Atalanta,it Serie A,False,150,7,46,1503,1392,56,58,1179,1,4,0,1,917,0,3,12,9,17,1690,20000000,2617,5.9,0,20,0,2,10,57,361,1250,991,71,1,4,111,60,77,32,6066,3729,7355,3.4,5.9
Gaston Pereiro,URU,24,Cagliari,it Serie A,False,9,0,6,138,159,3,0,92,0,0,0,3,1831,0,0,0,1,0,149,8000000,348,0.8,0,5,0,0,0,3,53,128,1942,6,0,0,8,2,2,2,1178,804,367,0.3,0.8
John Anthony Brooks,USA,26,Wolfsburg,de Bundesliga,False,80,1,6,1189,852,43,165,990,0,0,0,0,339,0,1,1,0,21,1437,12000000,2224,1.4,0,5,0,0,0,10,217,828,371,14,1,3,72,41,62,19,5157,2759,7878,0.5,1.4
Lucas Da Cunha,FRA,18,Rennes,fr Ligue 1,False,1,0,2,22,27,0,0,18,0,0,0,0,554,0,0,0,0,0,28,1800000,72,0,0,1,0,0,0,3,19,19,605,4,0,1,7,1,1,1,167,70,29,0.1,0
Johannes Eggestein,GER,21,Werder Bremen,de Bundesliga,False,11,0,5,203,246,9,5,145,0,0,0,1,699,0,0,0,1,2,267,4500000,510,0.9,0,2,0,1,0,7,178,180,761,11,0,2,52,9,11,5,1204,542,498,0.6,0.9
Shane Duffy,IRL,27,Brighton,eng Premier League,False,23,0,5,613,465,21,116,515,0,0,0,1,682,0,0,0,1,13,766,9500000,1238,1.5,0,3,0,0,0,4,100,455,744,5,0,0,34,16,29,9,2019,1047,3497,0,1.5
Aitor Ruibal,ESP,23,Leganés,es La Liga,False,37,0,57,414,501,18,15,306,0,0,0,6,2042,0,1,1,0,11,559,950000,1220,0.7,0,37,0,1,1,21,284,377,2181,32,0,3,79,30,41,18,2645,1811,1624,0.8,0.7
Pepe Reina,ESP,36,Aston Villa / Milan,eng Premier League / it Serie A,True,0,0,0,432,192,0,1,299,0,0,0,0,2583,0,0,1,0,0,318,650000,1170,0,0,0,0,0,1,2,4,191,4173,2,0,0,1,0,0,0,1146,642,7544,0,0
Jack Rodwell,ENG,28,Sheffield Utd,eng Premier League,False,0,0,0,2,1,0,1,2,0,0,0,0,2011,0,0,0,0,0,3,1200000,16,0,0,0,0,0,0,0,1,1,2145,0,0,0,0,0,0,0,7,7,4,0,0
Ibrahim Sangare,CIV,21,Toulouse,fr Ligue 1,False,142,1,52,1313,1094,45,65,1039,1,3,0,3,2097,1,3,5,0,29,1577,9500000,2175,1.2,0,38,0,0,3,46,563,1022,2240,56,0,1,183,86,115,68,6260,3292,6782,1.7,1.2
Robin Bormuth,GER,23,Düsseldorf,de Bundesliga,False,2,0,0,74,53,6,14,59,0,0,0,0,303,0,0,0,0,0,94,1200000,181,0,0,0,0,0,0,0,12,53,333,0,0,0,4,2,2,0,294,216,411,0,0
Gregoire Defrel,MTQ,28,Sassuolo,it Serie A,False,17,3,17,342,462,14,6,305,0,0,1,3,589,0,3,6,3,3,432,9500000,980,2.5,0,14,0,0,4,17,226,330,640,24,1,1,60,11,14,9,2302,1119,633,1.4,3.3
Vladimir Darida,CZE,28,Hertha BSC,de Bundesliga,False,80,4,51,1153,1156,49,29,843,0,4,0,1,572,0,3,7,3,24,1363,4500000,2256,3.1,1,36,0,16,6,57,630,938,624,85,0,3,173,56,80,39,6255,2804,4610,3.8,3.1
Teji Savanier,FRA,27,Montpellier,fr Ligue 1,False,101,2,52,917,751,16,23,686,0,4,0,3,2115,1,5,6,6,26,1069,9500000,1524,1.1,0,31,2,16,3,28,361,697,2260,57,0,1,107,59,85,37,4727,2493,4705,2,2.6
Alexander Esswein,GER,29,Hertha BSC,de Bundesliga,False,12,0,3,93,94,9,8,59,0,0,0,0,726,0,1,0,0,1,122,800000,213,0.3,0,2,0,0,0,3,66,80,791,4,0,0,12,8,9,3,430,255,324,1,0.3
Anwar El Ghazi,NED,24,Aston Villa,eng Premier League,False,43,4,56,615,912,18,12,402,0,0,2,6,869,0,4,6,4,11,798,8000000,2051,5.2,0,37,0,6,4,38,350,606,943,57,0,3,74,17,28,10,4373,2616,1953,2.8,6
James Rodriguez,COL,28,Real Madrid,es La Liga,False,26,1,1,305,295,5,1,239,0,0,0,0,2006,0,2,1,1,4,320,32000000,419,0.9,0,0,0,4,1,18,77,267,2140,24,0,0,27,17,21,11,1174,464,1136,1.8,0.9
Demarai Gray,ENG,23,Leicester City,eng Premier League,False,22,3,27,327,407,10,2,271,0,0,0,1,928,1,1,6,2,5,415,14500000,622,1.7,0,13,0,1,5,25,129,325,1002,29,0,1,39,8,13,5,2739,1575,850,1.7,2.5
Cristiano Biraghi,ITA,26,Inter,it Serie A,False,59,6,19,901,724,51,39,646,0,0,1,3,275,0,3,12,2,7,884,9500000,1576,1,0,10,1,13,10,38,230,655,297,57,0,0,53,28,35,14,3031,1663,4758,3.5,1
Gianluigi Donnarumma,ITA,20,Milan,it Serie A,False,1,0,0,1142,557,0,1,873,0,0,0,0,661,0,0,0,0,0,897,49500000,3201,0,0,0,0,1,0,0,6,554,717,1,0,0,2,0,0,0,2726,1429,15824,0,0
Omar Marmoush,EGY,20,Wolfsburg,de Bundesliga,False,1,0,7,16,23,0,2,10,0,0,0,0,1459,0,0,0,0,0,33,125000,81,0.1,0,1,0,0,0,1,19,19,1555,1,0,0,4,0,0,0,224,123,18,0,0.1
Angel Rodriguez,ESP,32,Getafe,es La Liga,False,14,3,26,315,862,11,9,197,0,0,2,3,2003,1,7,6,10,6,547,6000000,1407,5.6,0,16,0,0,3,23,301,415,2137,35,0,2,80,15,21,12,2469,1155,670,1.7,6.4
Josip Drmic,SUI,26,Norwich City,eng Premier League,False,5,0,14,164,301,8,5,125,1,1,1,1,674,0,1,2,1,3,229,1600000,647,2.6,0,6,0,0,0,7,138,160,734,12,0,2,35,4,7,3,682,260,187,0.4,2.6
Asier Villalibre,ESP,21,Athletic Club,es La Liga,False,5,0,11,110,297,4,3,70,0,0,0,0,2440,0,0,0,3,0,173,3200000,531,2.8,0,6,0,0,0,3,86,136,2612,3,0,0,25,4,4,2,734,471,134,0,2.8
Oscar Rodriguez,ESP,21,Leganés,es La Liga,False,56,2,86,804,892,35,17,548,0,1,0,7,2002,1,6,5,9,10,986,11000000,1914,3.1,0,48,0,9,3,44,356,703,2136,69,1,2,76,20,30,10,5465,3173,2754,2.9,4.6
Adrien Hunou,FRA,25,Rennes,fr Ligue 1,False,24,1,18,317,597,21,7,247,0,2,0,2,1046,0,1,4,8,2,501,4800000,1210,6.8,0,12,0,0,3,23,322,361,1126,32,1,4,95,23,25,16,1960,916,750,1.8,7.5
Toma Basic,CRO,22,Bordeaux,fr Ligue 1,False,45,3,23,580,537,16,19,456,0,0,0,2,198,0,0,4,1,9,676,4800000,991,0.9,0,19,3,12,1,19,274,485,212,33,0,0,81,33,42,21,3050,1723,2259,2.9,0.9
Anthony Limbombe,BEL,25,Nantes,fr Ligue 1,False,2,0,4,53,75,3,4,36,0,0,0,0,1334,0,0,0,1,1,75,4000000,151,0.3,0,1,0,2,0,0,18,54,1422,3,0,1,5,2,3,0,490,330,148,0.1,0.3
Matz Sels,BEL,27,Strasbourg,fr Ligue 1,False,0,0,0,849,382,0,1,575,0,0,0,0,2142,0,0,0,0,0,642,6500000,2430,0,0,0,0,1,0,3,1,377,2289,4,0,0,0,0,0,0,2091,1098,14612,0.2,0
Leonardo Morosini,ITA,23,Brescia,it Serie A,False,1,0,1,4,9,1,2,3,0,0,0,0,1611,0,0,0,0,0,9,800000,26,0,0,1,0,0,0,0,14,4,1711,0,0,0,4,1,1,0,40,24,9,0,0
Franck Kessie,CIV,22,Milan,it Serie A,False,133,1,44,1718,1632,54,41,1531,0,1,1,6,1184,0,0,4,4,18,1999,20000000,2904,2.6,0,32,0,0,2,62,589,1490,1264,72,1,3,163,52,70,33,8139,3807,6545,2.4,4.1
Quentin Cornette,FRA,25,Amiens,fr Ligue 1,False,12,2,21,141,198,11,3,77,1,1,0,0,517,0,0,3,0,9,202,300000,349,0.1,0,11,0,0,2,3,96,144,562,4,0,0,20,6,15,1,1211,912,507,0.8,0.1
Faustino Anjorin,ENG,17,Chelsea,eng Premier League,False,0,0,1,7,11,1,0,7,0,0,0,0,88,0,0,0,0,0,12,2300000,20,0,0,1,0,0,0,0,2,8,98,0,0,0,1,1,1,0,67,40,14,0,0
Rodri,ESP,23,Manchester City,eng Premier League,False,165,2,31,2537,2266,28,61,2363,0,1,0,2,2000,0,3,3,3,15,2754,64000000,2486,1,0,26,0,0,2,57,462,2191,2132,65,1,2,137,64,79,44,9560,5205,10716,1.5,1
Mattia Destro,ITA,28,Bologna / Genoa,it Serie A,False,5,0,4,46,158,2,0,34,0,2,0,2,1247,0,0,0,0,4,76,2400000,335,0.8,0,4,0,0,0,3,72,51,1329,7,0,0,15,3,7,3,260,128,139,0.9,0.8
Leonardo Spinazzola,ITA,26,Roma,it Serie A,False,56,2,45,1018,817,34,44,813,0,1,0,5,2231,0,0,4,1,8,1021,14500000,1548,1.3,1,27,0,2,3,48,203,756,2382,58,0,1,62,18,26,10,6940,4303,4640,2.9,1.3
Lautaro Martinez,ARG,21,Inter,it Serie A,False,45,3,83,520,1217,37,12,325,0,4,1,14,1477,4,13,14,14,14,956,64000000,2452,13.6,0,51,0,1,6,50,518,714,1573,94,3,12,131,17,31,13,3974,2546,1274,2.6,15.9
Raphael Framberger,GER,23,Augsburg,de Bundesliga,False,47,2,11,507,308,35,38,336,0,0,0,1,810,0,1,2,0,11,529,1200000,1175,0.3,0,7,0,0,2,9,192,255,881,11,0,0,57,46,57,24,1659,935,3697,0.7,0.3
Angelo Ogbonna,ITA,31,West Ham,eng Premier League,False,37,0,3,945,646,78,171,744,0,1,0,0,1724,0,0,0,2,23,1259,6500000,2786,1.4,0,2,0,0,0,9,313,620,1826,10,0,0,117,45,68,34,4167,1603,5263,0.1,1.4
Ruben Vinagre,POR,20,Wolves,eng Premier League,False,6,0,41,344,306,20,20,257,0,0,0,2,2445,0,0,0,0,10,399,9000000,652,0.3,0,21,0,1,0,6,117,260,2616,9,0,0,38,25,35,13,2328,1594,1293,0.5,0.3
DeAndre Yedlin,USA,26,Newcastle Utd,eng Premier League,False,16,0,11,316,277,26,21,228,0,0,0,1,2508,0,1,0,1,8,366,6500000,938,0.7,0,6,0,0,0,13,181,225,2684,15,0,0,38,19,27,14,1152,699,1542,0.3,0.7
Samuel Moutoussamy,COD,22,Nantes,fr Ligue 1,False,27,0,20,318,309,9,6,260,0,0,0,1,1623,0,1,1,0,2,350,3200000,523,0.4,1,10,0,0,0,11,85,266,1722,14,0,0,23,6,8,2,1575,876,1473,0.6,0.4
Rade Krunic,BIH,25,Milan,it Serie A,False,27,1,13,236,244,7,2,197,0,0,0,1,1248,0,2,2,0,5,304,6500000,537,0.4,0,9,0,0,2,18,116,209,1329,21,0,0,40,17,22,11,1100,564,940,1.1,0.4
Clement Vidal,FRA,19,Montpellier,fr Ligue 1,False,3,0,0,45,29,5,5,37,0,0,0,0,2434,0,0,0,0,0,52,450000,90,0,0,0,0,0,0,0,14,29,2606,0,0,0,2,0,0,0,122,53,328,0,0
Stefano Denswil,NED,26,Bologna,it Serie A,False,86,1,11,1266,932,50,112,1092,0,0,0,0,605,0,3,2,0,20,1400,4800000,2240,1.1,0,8,0,1,2,19,281,915,659,24,0,1,80,53,73,35,5094,2766,8162,0.5,1.1
Davinson Sanchez,COL,23,Tottenham,eng Premier League,False,56,0,11,1496,1210,56,160,1298,0,0,0,0,2087,0,0,0,0,23,1754,48000000,2431,0.6,0,8,0,0,0,5,278,1199,2230,6,0,1,105,49,72,36,5693,2571,8014,0,0.6
Pervis Estupinan,ECU,21,Osasuna,es La Liga,False,134,5,108,1823,1348,58,86,1322,0,1,0,3,727,0,0,10,1,44,1873,6700000,2979,1.2,0,68,2,6,7,64,497,1193,792,76,1,2,167,87,131,57,9113,6088,10524,3.5,1.2
Martin Hinteregger,AUT,26,Eint Frankfurt,de Bundesliga,False,123,1,22,1651,1197,60,154,1280,0,0,0,1,1019,0,0,2,8,21,1854,14500000,2721,3.7,0,12,0,0,0,22,329,1134,1099,29,2,6,117,67,88,47,7396,3602,13123,0.6,3.7
Troy Parrott,IRL,17,Tottenham,eng Premier League,False,0,0,0,5,8,0,0,5,0,0,0,0,1790,0,0,0,0,0,4,3600000,7,0,0,0,0,0,0,0,4,4,1899,0,0,0,2,0,0,0,16,1,25,0,0
Giampaolo Pazzini,ITA,34,Hellas Verona,it Serie A,False,4,0,4,67,164,3,3,50,0,0,0,0,1804,0,0,2,4,1,105,325000,307,1.6,0,3,0,0,1,6,44,73,1915,7,1,1,14,3,4,2,300,109,101,0.2,3.9
Heung min Son,KOR,27,Tottenham,eng Premier League,False,69,10,116,882,1273,28,19,705,0,1,3,15,1016,1,3,22,11,13,1162,64000000,2476,8,0,75,1,7,13,60,544,868,1096,96,4,10,133,33,46,21,6835,4083,2547,7,8.9
Dawid Kownacki,POL,22,Düsseldorf,de Bundesliga,False,20,0,59,311,532,18,12,214,0,1,0,6,1235,1,3,2,0,11,479,4800000,1093,2,0,33,0,1,1,20,226,323,1317,34,0,3,73,16,27,13,2530,1465,717,0.6,2
Francesco Rossi,ITA,28,Atalanta,it Serie A,False,0,0,0,3,2,0,0,3,0,0,0,0,2029,0,0,0,0,0,3,100000,11,0,0,0,0,0,0,0,0,2,2168,0,0,0,0,0,0,0,1,0,73,0,0
Abdoulaye Toure,FRA,25,Nantes,fr Ligue 1,False,97,0,49,1339,1248,39,32,1135,0,1,1,5,2350,0,5,2,3,19,1610,8000000,2221,1.5,0,40,0,0,1,28,405,1173,2517,43,0,4,120,36,55,28,5386,2558,4192,0.8,3
Ruben Gabrielsen,NOR,27,Toulouse,fr Ligue 1,False,8,0,3,278,219,7,55,234,0,0,0,0,832,0,0,0,0,5,345,800000,656,0.4,0,3,0,0,0,2,38,213,902,2,0,0,15,8,13,7,1206,583,1859,0,0.4
Conor Coady,ENG,26,Wolves,eng Premier League,False,53,0,6,1782,1357,37,164,1531,0,0,0,0,487,0,0,0,0,24,2012,14500000,3420,0,0,6,0,0,0,13,205,1352,533,13,0,0,69,41,65,22,6932,3163,14948,0.7,0
Simone Missiroli,ITA,33,SPAL,it Serie A,False,127,0,33,1462,1191,52,77,1240,0,1,0,0,1578,2,3,3,1,37,1692,1200000,2798,1.2,0,26,0,1,0,33,420,1115,1674,40,1,2,87,52,89,28,6258,3104,6203,0.9,1.2
Lucas Hernandez,FRA,23,Bayern Munich,de Bundesliga,False,53,1,11,819,703,20,36,723,1,1,0,0,1005,0,0,2,0,10,871,56000000,920,0.6,0,10,0,1,1,6,125,685,1085,8,0,0,45,20,30,9,3458,1817,4462,1.1,0.6
Hakan Calhanoglu,TUR,25,Milan,it Serie A,False,133,9,60,1648,1723,33,24,1289,0,4,2,9,383,0,2,14,9,28,1835,14500000,2704,7.4,0,40,1,21,9,90,539,1472,423,131,2,5,158,43,71,34,8645,4847,6107,7,8.1
Adam Idah,IRL,18,Norwich City,eng Premier League,False,3,0,3,48,113,6,1,37,0,0,0,0,1061,0,0,0,0,0,83,900000,228,1,0,0,0,0,0,1,36,61,1141,1,0,0,9,4,4,4,328,130,81,0.1,1
Brais Mendez,ESP,22,Celta Vigo,es La Liga,False,65,2,42,686,806,19,28,519,0,0,0,2,1535,0,3,5,0,5,868,12000000,1477,1.5,0,27,2,5,3,26,314,655,1631,36,0,0,68,22,27,13,2999,1617,2678,1.1,1.5
Ismael Traore,CIV,32,Angers,fr Ligue 1,False,41,0,8,1027,821,35,116,877,0,1,0,0,2361,0,0,0,0,17,1217,1200000,2052,1,0,8,0,0,0,10,218,803,2530,12,0,1,79,32,49,22,3820,1848,6871,0.1,1
Malick Thiaw,FIN,17,Schalke 04,de Bundesliga,False,1,0,0,37,32,3,4,27,0,0,0,0,2312,0,0,0,0,0,49,0,76,0,0,0,0,0,0,0,14,31,2473,0,0,0,3,2,2,1,231,128,156,0,0
Gabriel,BRA,26,Lecce,it Serie A,False,0,0,0,979,300,0,2,751,0,0,0,0,831,0,0,0,0,0,700,17500000,2997,0,0,0,0,1,0,0,6,300,901,1,0,0,1,0,0,0,2086,1284,12298,0,0
Max Gradel,CIV,31,Toulouse,fr Ligue 1,False,54,2,71,594,796,27,13,391,0,1,1,5,923,1,4,5,3,10,810,4000000,1635,2.5,0,38,0,6,3,32,375,569,997,50,0,2,90,40,50,28,4741,3202,2231,2.1,4.8
Mato Jajalo,BIH,31,Udinese,it Serie A,False,71,0,42,1028,818,33,29,842,0,1,0,1,1092,0,1,1,0,14,1168,800000,1649,0.3,0,31,0,2,1,36,368,773,1175,42,0,1,101,47,61,25,4922,2613,4254,0.6,0.3
Stefanos Kapino,GRE,25,Werder Bremen,de Bundesliga,False,0,0,0,34,10,0,1,25,0,0,0,0,1167,0,0,0,0,0,24,800000,90,0,0,0,0,0,0,0,0,10,1247,0,0,0,0,0,0,0,90,46,546,0,0
Ilija Nestorovski,MKD,29,Udinese,it Serie A,False,30,1,16,386,647,14,12,286,0,0,1,5,1676,0,1,3,3,4,518,2800000,1251,3.8,0,11,0,0,2,26,239,417,1775,34,0,2,61,14,18,7,1424,648,850,0.8,3.8
Matteo Pessina,ITA,22,Hellas Verona,it Serie A,False,118,0,49,1346,1450,50,48,1044,1,1,0,1,1848,0,4,3,7,15,1615,6500000,2489,4.8,0,29,0,2,2,37,439,1163,1961,49,0,4,135,44,59,31,6499,3154,4741,1.3,4.8
Krzysztof Piatek,POL,24,Hertha BSC / Milan,de Bundesliga / it Serie A,True,21,1,36,455,1132,19,13,344,0,1,3,7,2576,3,6,9,8,6,701,21500000,2092,6.7,1,29,0,0,2,32,574,556,3945,50,0,3,141,10,16,2,2662,1094,758,2.3,10.6
Simon Francis,ENG,34,Bournemouth,eng Premier League,False,27,0,7,544,410,29,91,425,0,0,0,1,811,0,0,1,0,7,655,800000,969,0.2,0,4,0,0,1,6,107,382,882,7,0,0,29,17,24,12,1861,747,3412,0.3,0.2
Nico Schulz,GER,26,Dortmund,de Bundesliga,False,27,0,11,454,405,12,11,389,0,1,0,1,2138,0,0,2,1,4,467,16000000,594,0.4,0,6,0,1,2,7,74,371,2283,11,0,1,26,15,19,8,1946,1084,1994,0.2,0.4
Milan Badelj,CRO,30,Fiorentina,it Serie A,False,76,0,26,963,801,35,42,786,0,1,0,2,146,0,3,1,1,26,1111,2400000,1585,1.3,0,24,0,2,1,36,318,769,157,44,0,0,87,36,62,26,3124,1583,4258,1,1.3
Tyrone Mings,ENG,26,Aston Villa,eng Premier League,False,50,2,14,1333,997,72,223,1055,0,0,0,0,1574,0,0,2,2,20,1645,22500000,2902,1.1,0,13,0,1,2,12,160,973,1670,13,0,0,66,25,45,17,6822,2777,8291,0.7,1.1
William Carvalho,POR,27,Betis,es La Liga,False,41,0,17,634,579,13,13,564,0,1,0,1,417,0,0,1,0,2,686,16000000,892,0.5,0,15,0,0,1,12,105,551,462,14,0,0,28,10,12,7,2355,1170,2488,0.8,0.5
Ihlas Bebou,TOG,25,Hoffenheim,de Bundesliga,False,45,1,96,643,1075,28,30,456,0,1,1,7,210,1,6,7,6,9,964,8000000,2102,4.3,0,57,1,1,2,40,366,704,226,58,2,3,94,26,35,18,5151,3248,1830,3.3,4.3
Alessandro Deiola,ITA,23,Cagliari / Lecce,it Serie A,False,21,1,14,297,268,15,20,224,0,1,0,0,1201,0,1,1,1,6,375,950000,718,0.4,0,11,0,0,1,12,152,239,1283,14,0,0,45,19,25,12,1210,576,1011,0.3,0.4
Philippe Coutinho,BRA,27,Bayern Munich,de Bundesliga,False,116,6,69,867,1045,14,3,709,0,1,1,5,535,1,3,12,8,6,1012,56000000,1411,7,0,49,0,6,10,63,235,856,580,79,0,1,92,28,34,25,4940,2766,3627,3.5,7.7
Ante Budimir,CRO,28,Mallorca,es La Liga,False,27,2,38,584,1329,25,24,381,0,0,1,2,346,1,9,6,13,3,893,6000000,2765,8.8,0,22,0,2,4,26,477,674,383,46,0,7,112,31,34,21,2922,1459,811,1,10.3
Mathias Jorgensen,DEN,29,Düsseldorf,de Bundesliga,False,2,1,0,227,144,12,29,186,0,0,0,0,1147,0,0,1,0,7,270,,498,0,0,0,0,0,1,2,38,141,1227,2,0,0,14,8,15,5,535,289,1103,0.1,0
Sebastian Andersson,SWE,28,Union Berlin,de Bundesliga,False,47,1,42,795,1710,31,40,495,0,1,2,4,79,0,2,9,12,6,1185,4800000,2682,10.7,1,27,0,0,2,35,579,932,87,48,4,5,143,18,24,11,3673,1395,1423,1.5,12.2
Erik Lamela,ARG,27,Tottenham,eng Premier League,False,42,1,45,596,701,19,8,469,0,2,0,3,1272,1,7,9,2,9,717,16000000,1215,2.7,1,33,1,5,3,27,315,551,1355,49,3,4,88,27,36,21,4371,2573,1418,1.6,2.7
Nico Schlotterbeck,GER,19,Freiburg,de Bundesliga,False,15,0,4,194,141,7,32,152,0,0,0,0,2125,0,0,1,0,4,235,4000000,373,0.1,0,4,0,0,1,6,37,137,2270,6,0,0,10,8,12,5,1023,604,1099,0.3,0.1
Amir Rrahmani,KVX,25,Hellas Verona,it Serie A,False,90,1,23,1516,1167,76,201,1221,0,0,1,4,2033,0,0,3,0,25,1862,9500000,3228,3,0,14,0,0,1,23,483,1101,2172,30,1,3,139,63,88,39,6463,3300,8024,0.8,3
Luka Romero,ARG,14,Mallorca,es La Liga,False,0,0,0,1,2,0,0,1,0,0,0,0,2020,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,2,2,2154,0,0,0,0,0,0,0,44,7,0,0,0
Leandro Cabrera,URU,28,Getafe / Espanyol,es La Liga,False,106,1,12,1322,816,44,272,825,0,0,0,0,747,0,0,2,2,24,1578,8000000,3060,0.9,1,10,1,5,0,10,252,793,813,17,0,1,96,39,63,19,5161,2397,9064,0.5,0.9
Gabriele Moncini,ITA,23,SPAL,it Serie A,False,0,0,0,19,38,2,1,14,0,0,0,0,1589,0,0,0,0,0,33,1400000,154,0.5,0,0,0,0,0,2,30,20,1687,2,0,0,10,1,1,0,92,9,24,0,0.5
Youssef Ait Bennasser,MAR,23,Bordeaux,fr Ligue 1,False,38,1,12,413,369,12,7,357,0,0,0,0,30,0,0,2,0,5,466,4800000,536,0,0,7,0,0,2,8,164,349,33,8,0,0,48,11,16,7,1357,678,1555,0.1,0
Andrea Masiello,ITA,33,Genoa / Atalanta,it Serie A,False,97,1,8,1109,847,30,90,954,0,0,0,0,2563,0,0,4,0,20,1215,1200000,1867,0.2,0,7,0,1,3,15,235,838,3159,17,1,1,70,38,58,27,4058,2268,7515,0.2,0.2
Marcos Alonso,ESP,28,Chelsea,eng Premier League,False,70,2,19,1108,928,30,48,916,0,0,0,1,60,2,3,6,4,14,1146,20000000,1430,2,0,12,0,5,4,36,215,829,66,47,0,2,88,27,41,19,4756,2731,4972,2.2,2
Rodrigo Becao,BRA,23,Udinese,it Serie A,False,50,1,6,1042,835,50,95,899,0,3,0,0,211,0,0,2,1,30,1253,4800000,2213,0.5,0,2,0,0,1,6,327,814,227,10,1,1,102,69,99,45,3862,2285,6731,0.3,0.5
Andrei Girotto,BRA,27,Nantes,fr Ligue 1,False,55,0,7,1179,908,43,166,1024,0,0,0,0,884,0,0,1,1,22,1481,4000000,2177,1.2,1,5,0,0,0,9,317,887,957,12,0,2,125,78,100,54,4231,2273,7252,0.5,1.2
