Player,Nation,Age,Squad,Comp,played_two_leagues,#Prog_Pass,Ast,Att_Drib,Att_Pass,Att_Recep,Blocks,Clr,Cmp_Pass,Def_GCA,Def_SCA,Drib_GCA,Drib_SCA,F1,Fld_GCA,Fld_SCA,GCA,Gls,Int,Live_Touches,Marktvalue,Min,npxG,OG_GCA,Oppon_Drib,PassDead,PassDead_SCA,PassLive_GCA,PassLive_SCA,Press,Recep,Rk,SCA,Sh_SCA,Sh_SCA.1,Succ_Press,Tkl,Tkl+Int,TklW,TotDist_Carried,TotPrgDist_Carried,TotPrgDist_Pass,xA,xG
Tom Cleverley,ENG,29,Watford,eng Premier League,False,45,0,6,469,449,20,16,366,0,0,0,0,486,0,3,1,1,9,555,4800000,971,1.6,0,4,0,2,0,24,293,374,532,31,1,2,85,27,36,17,1359,588,1970,0.5,1.6
Moise Kean,ITA,19,Everton,eng Premier League,False,11,2,44,142,419,4,3,104,1,2,0,8,1174,0,2,2,2,6,270,25000000,852,4.1,0,32,0,0,0,14,119,198,1254,29,1,3,36,7,13,6,1709,962,338,1,4.1
Kevin De Bruyne,BEL,28,Manchester City,eng Premier League,False,261,20,96,2244,2180,31,19,1674,1,2,2,11,581,3,9,34,13,11,2305,120000000,2791,6.1,0,64,2,39,25,157,554,1949,632,222,1,4,177,44,55,28,9868,6510,10497,18.4,7.6
Joao Felix,POR,19,Atlético Madrid,es La Liga,False,51,1,58,531,862,11,9,410,0,0,1,4,766,1,8,4,6,2,748,81000000,1745,7.4,0,24,1,2,1,30,211,611,833,50,0,6,47,9,11,4,3478,2135,1604,2.6,7.4
Phil Foden,ENG,19,Manchester City,eng Premier League,False,32,2,31,508,591,9,3,431,0,1,0,3,794,0,3,8,5,3,616,27000000,901,4.3,0,25,0,2,8,35,253,516,862,45,0,1,74,16,19,9,2647,1496,1357,2,4.3
Panagiotis Tachtsidis,GRE,28,Lecce,it Serie A,False,136,2,32,1200,972,40,43,944,1,2,0,0,2281,0,4,4,0,25,1384,950000,2003,0.7,0,25,0,1,3,42,437,928,2438,50,0,1,127,61,86,44,5505,3127,6687,1.3,0.7
Paulinho,ESP,22,Alavés,es La Liga,False,2,0,4,29,49,1,1,16,0,0,0,0,1797,0,0,0,0,0,42,13500000,75,0,0,2,0,0,0,0,13,35,1906,0,0,0,7,1,1,1,200,114,69,0,0
Eder Militao,BRA,21,Real Madrid,es La Liga,False,19,0,2,683,555,14,56,599,0,0,0,0,1567,0,0,0,0,14,767,36000000,1022,0.1,0,1,0,0,0,4,101,543,1663,4,0,0,34,23,37,14,2830,1324,3401,0,0.1
Ross Barkley,ENG,25,Chelsea,eng Premier League,False,48,4,42,616,695,11,12,540,0,1,0,6,185,0,3,5,1,6,769,21500000,1103,2.2,0,34,0,1,4,31,168,618,197,47,1,5,48,16,22,11,3912,1862,1952,2.8,2.2
Exequiel Palacios,ARG,20,Leverkusen,de Bundesliga,False,7,0,3,151,150,2,0,129,0,0,0,1,1773,0,0,0,0,1,172,22500000,177,0.2,0,3,0,0,0,5,40,144,1880,6,0,0,13,8,9,5,516,196,458,0.2,0.2
Roberto Firmino,BRA,27,Liverpool,eng Premier League,False,103,8,97,1171,1818,47,16,931,0,3,4,15,788,0,3,19,9,11,1543,72000000,2988,13.5,0,64,0,0,14,72,694,1218,855,97,1,4,216,37,48,26,6483,3589,3589,6.3,13.5
George Hirst,ENG,20,Leicester City,eng Premier League,False,0,0,0,8,14,0,0,5,0,0,0,0,1020,0,2,0,0,0,14,450000,11,0.1,0,0,0,0,0,0,3,12,1100,2,0,0,0,0,0,0,33,10,16,0,0.1
Lucas Holer,GER,25,Freiburg,de Bundesliga,False,26,2,66,647,1197,39,37,452,0,0,3,5,1029,6,18,15,8,12,1077,3200000,2485,7.7,0,37,0,1,4,39,644,756,1109,67,2,4,153,37,49,18,4724,2698,945,2.1,8.5
Koray Gunter,GER,24,Hellas Verona,it Serie A,False,88,0,11,1363,965,61,177,1184,0,2,0,0,963,0,0,0,0,42,1641,2400000,2733,0.5,0,11,0,0,0,5,334,934,1041,7,0,0,103,36,78,23,4662,2169,8320,0.2,0.5
Mattia De Sciglio,ITA,26,Juventus,it Serie A,False,24,0,11,344,272,12,15,283,0,0,0,2,584,0,1,1,0,7,350,9500000,471,0,0,8,0,0,1,8,48,260,635,11,0,0,16,11,18,5,1452,749,1737,0.1,0
Angel Gomes,ENG,18,Manchester Utd,eng Premier League,False,3,0,0,13,18,1,0,11,0,0,0,0,901,0,0,0,0,0,15,3600000,21,0,0,0,0,0,0,2,11,14,973,2,0,0,1,0,0,0,78,50,83,0.1,0
Matthias Zimmermann,GER,27,Düsseldorf,de Bundesliga,False,168,2,34,1667,1287,80,66,1186,0,1,0,0,2536,0,2,6,1,38,1741,4000000,2923,0.7,0,15,1,3,5,45,433,1135,2715,51,0,0,129,73,111,39,5647,3431,9759,1.5,0.7
Keita Balde,SEN,24,Monaco,fr Ligue 1,False,24,1,12,295,502,9,10,207,0,0,0,2,162,1,3,5,4,3,401,16000000,858,4.1,0,6,0,0,3,15,145,315,173,22,1,2,44,11,14,8,1422,767,767,0.8,4.1
Sanjin Prcic,BIH,25,Strasbourg,fr Ligue 1,False,7,0,2,58,46,1,0,55,0,0,0,0,1904,0,0,0,0,1,63,1600000,78,0,0,2,0,0,0,0,27,46,2022,1,0,1,5,0,1,0,248,141,207,0,0
Rafik Guitane,FRA,20,Rennes,fr Ligue 1,False,0,0,0,11,12,0,0,7,0,0,0,0,956,0,0,0,0,0,15,2700000,16,0,0,0,0,0,0,1,2,11,1034,1,0,0,2,0,0,0,90,52,13,0,0
Luuk de Jong,NED,28,Sevilla,es La Liga,False,31,1,17,543,1023,14,23,389,0,1,1,2,1125,1,1,6,6,5,750,9500000,2059,7.7,1,11,0,0,1,26,359,570,1206,36,2,5,107,18,23,10,1763,762,912,2.5,7.7
Etrit Berisha,ALB,30,SPAL,it Serie A,False,0,0,1,884,362,0,1,623,0,0,0,0,258,0,0,0,0,0,657,2400000,2340,0,0,1,0,1,0,3,8,359,278,4,0,0,1,1,1,0,2060,1188,13785,0.1,0
Riccardo Calafiori,ITA,17,Roma,it Serie A,False,0,0,0,14,17,0,1,10,0,0,0,0,378,1,1,1,0,0,19,0,59,0,0,0,0,0,0,0,8,14,418,1,0,0,0,0,0,0,35,10,53,0,0
Sergi Darder,ESP,25,Espanyol,es La Liga,False,97,1,47,1075,1119,33,28,804,0,1,0,4,571,0,0,4,2,20,1276,11000000,2658,2.6,0,22,0,8,4,46,630,920,623,63,0,4,153,48,68,25,5360,2580,4380,2.2,2.6
Rony Lopes,POR,23,Sevilla / Monaco,es La Liga / fr Ligue 1,True,3,0,4,78,103,3,0,67,0,0,0,0,2558,0,0,1,0,1,93,10000000,214,0.3,0,3,0,0,1,3,35,71,2895,3,0,0,12,3,4,2,435,155,188,0,0.3
Loick Landre,FRA,27,Nîmes,fr Ligue 1,False,15,0,0,389,291,19,51,304,0,1,0,0,1273,0,0,1,1,10,478,1600000,929,0.9,0,0,0,0,1,3,79,282,1358,5,0,1,23,17,27,10,1859,986,1947,0.1,0.9
Aaron Leya Iseka,BEL,21,Toulouse,fr Ligue 1,False,10,0,13,183,399,6,7,142,0,1,0,1,1325,1,4,1,2,2,277,2000000,777,3.4,0,9,0,0,0,13,137,219,1413,20,0,1,28,5,7,5,1077,605,252,0.2,4.9
Lukas Rupp,GER,28,Hoffenheim / Norwich City,de Bundesliga / eng Premier League,True,24,0,27,415,486,25,6,331,0,0,0,0,2590,0,0,1,0,14,555,2400000,1035,0.6,0,14,0,1,1,17,266,374,4369,19,0,1,66,24,38,12,1943,860,1132,0.9,0.6
Deyverson,BRA,28,Getafe,es La Liga,False,9,1,6,68,116,2,5,34,0,0,0,0,612,0,0,2,0,1,93,4000000,204,0.6,0,4,0,0,1,4,44,70,667,5,1,1,7,0,1,0,204,78,177,0.6,0.6
Sandro Tonali,ITA,19,Brescia,it Serie A,False,161,7,49,1582,1112,57,46,1137,1,2,0,3,2338,0,7,13,1,32,1567,31500000,3014,0.9,0,42,7,51,5,53,558,1036,2503,117,0,1,140,52,84,41,7085,4211,8472,5.4,0.9
Sergio Aguero,ARG,31,Manchester City,eng Premier League,False,32,3,45,367,780,15,3,284,0,0,1,9,24,1,5,8,16,2,551,52000000,1452,11.8,0,28,0,0,4,28,222,450,27,51,2,9,56,7,9,5,2536,1404,786,2.4,14
Janik Haberer,GER,25,Freiburg,de Bundesliga,False,67,2,28,882,871,32,37,741,0,1,0,1,968,1,6,4,2,17,1078,8000000,1721,1,0,20,0,1,3,34,372,710,1046,45,0,2,111,35,52,23,3616,1505,2581,0.7,1
Jorge Molina,ESP,37,Getafe,es La Liga,False,54,3,34,600,1123,13,18,401,0,0,4,6,1586,1,8,10,5,4,819,1600000,1886,4,0,25,1,1,4,44,213,654,1684,60,0,1,56,9,13,6,2450,1328,1621,3.3,5.5
Bernd Leno,GER,27,Arsenal,eng Premier League,False,0,0,2,990,444,0,2,742,0,0,0,0,1314,0,0,0,0,0,768,28000000,2649,0,0,1,0,0,0,1,1,442,1402,1,0,0,0,0,0,0,1991,1044,9801,0,0
Nathanael Mbuku,FRA,17,Reims,fr Ligue 1,False,12,0,24,119,175,2,1,83,0,0,0,3,1510,0,1,1,0,0,177,3600000,395,0.4,0,14,0,0,1,4,92,135,1607,8,0,0,23,6,6,4,1058,651,368,0.1,0.4
Marius Bulter,GER,26,Union Berlin,de Bundesliga,False,48,1,106,655,956,57,28,411,0,0,1,10,349,0,1,3,7,14,1021,2400000,2321,2.7,0,69,0,0,2,37,504,653,386,48,0,0,134,40,54,20,5330,2894,2238,3.8,2.7
Alexis Saelemaekers,BEL,20,Milan,it Serie A,False,24,0,10,341,334,12,2,280,0,0,0,0,2055,1,2,2,1,9,392,6300000,684,0.8,0,5,0,0,1,23,127,279,2196,26,0,1,34,14,23,6,1519,925,963,1.1,0.8
Adrian Mariappa,JAM,32,Watford,eng Premier League,False,37,0,3,585,346,35,93,426,0,0,0,0,1454,0,0,1,0,7,628,1600000,1513,0.3,0,2,0,0,1,10,197,330,1548,10,0,0,57,25,32,12,1048,434,3772,0.4,0.3
Iago Aspas,ESP,31,Celta Vigo,es La Liga,False,96,3,97,1283,1959,24,6,998,0,4,4,10,120,2,11,12,14,19,1585,16000000,3262,8.5,0,67,0,1,6,76,537,1317,132,107,0,5,146,29,48,21,8804,5009,3048,4.1,13.8
Mitchel Bakker,NED,19,Paris S-G,fr Ligue 1,False,1,0,1,94,88,1,0,91,0,0,0,0,159,0,0,0,0,0,95,900000,90,0,0,1,0,0,0,1,13,86,170,1,0,0,9,3,3,3,278,80,427,0,0
Andrea Pinamonti,ITA,20,Genoa,it Serie A,False,17,1,44,624,1145,27,16,440,1,1,1,3,1868,1,7,6,5,5,884,13500000,2236,5,0,21,0,1,2,25,489,672,1984,43,1,6,100,21,26,14,3022,1086,728,0.6,6.7
Kevin Trapp,GER,29,Eint Frankfurt,de Bundesliga,False,1,0,0,939,515,0,2,701,0,0,0,0,2362,0,0,0,0,0,776,8000000,1980,0,0,0,0,0,0,3,4,514,2531,3,0,0,2,0,0,0,2693,1529,13843,0,0
Keagan Dolly,RSA,26,Montpellier,fr Ligue 1,False,6,0,5,75,83,2,0,57,0,1,0,1,654,0,0,0,0,2,86,950000,148,0.1,0,3,0,1,0,4,53,60,710,7,0,0,19,3,5,1,320,142,207,0.1,0.1
Julien Faussurier,FRA,32,Brest,fr Ligue 1,False,103,3,18,1273,969,46,62,921,1,1,0,0,755,0,1,7,2,23,1215,800000,1980,0.5,0,6,2,8,3,43,254,842,822,55,1,2,85,40,63,28,4076,2301,8970,1.8,0.5
Gaetan Laborde,FRA,25,Montpellier,fr Ligue 1,False,52,5,73,657,1257,26,26,436,0,0,0,3,1261,1,8,9,6,9,991,8000000,2237,8.1,0,31,0,0,8,47,476,751,1344,62,0,4,128,23,32,18,4477,2889,1478,2.6,8.1
Raul Moro,ESP,16,Lazio,it Serie A,False,0,0,0,0,2,0,0,0,0,0,0,0,1609,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1709,0,0,0,0,0,0,0,2,1,0,0,0
Borja Valero,ESP,34,Inter,it Serie A,False,51,0,14,538,531,18,10,479,0,0,1,3,2395,0,0,2,2,5,610,1200000,931,1.5,0,12,0,0,1,25,192,464,2565,28,0,0,42,15,20,9,2731,1571,1904,1.3,1.5
Aaron Ramsey,WAL,28,Juventus,it Serie A,False,35,1,23,746,850,21,7,649,0,0,0,2,1943,1,2,4,3,9,887,28000000,1051,2.7,0,16,0,0,3,40,229,719,2065,44,0,0,65,28,37,19,2948,1419,1744,1.6,2.7
Aitor Fernandez,ESP,28,Levante,es La Liga,False,0,0,0,1118,347,0,5,751,0,0,0,0,774,0,0,0,0,0,792,8000000,3240,0,0,0,0,1,0,3,7,345,841,4,0,0,3,0,0,0,2266,1604,15254,0.2,0
Alexander Isak,SWE,19,Real Sociedad,es La Liga,False,27,1,42,304,728,10,6,222,1,1,1,4,1079,0,3,5,9,3,465,22500000,1507,6.4,0,27,0,0,1,23,259,372,1163,33,2,2,74,9,12,7,2749,1775,579,2.2,6.4
Jeff Reine Adelaide,FRA,21,Angers / Lyon,fr Ligue 1,False,44,2,53,463,550,7,3,395,0,1,2,5,2584,0,1,6,3,4,549,22500000,862,1.4,0,41,0,2,4,29,199,454,4177,38,0,0,48,14,18,9,3618,2013,1469,2,1.4
Justin Kluivert,NED,20,Roma,it Serie A,False,32,1,52,483,674,26,6,394,0,0,1,4,1202,0,2,5,4,6,669,22500000,1514,2.9,1,33,0,1,3,45,259,505,1283,54,0,1,69,19,25,12,4563,3102,1328,1.1,2.9
Yannik Keitel,GER,19,Freiburg,de Bundesliga,False,1,0,4,63,56,4,4,54,0,0,0,0,1179,0,0,0,0,4,85,450000,174,0.1,0,4,0,0,0,2,41,53,1259,2,0,0,7,2,6,1,306,190,236,0.1,0.1
Kalifa Coulibaly,MLI,27,Nantes,fr Ligue 1,False,19,0,39,336,859,10,29,199,0,0,0,2,531,0,0,1,4,7,586,4000000,1616,5.1,0,15,0,0,1,24,252,458,576,27,0,1,68,11,18,7,1646,848,518,0.9,5.1
Ludovic Blas,FRA,21,Nantes,fr Ligue 1,False,67,1,93,676,921,31,13,540,0,1,0,6,282,1,5,4,5,12,954,8000000,1845,2.6,0,60,0,0,3,45,582,711,306,58,0,1,122,28,40,15,5570,3047,2376,2.2,2.6
Stefano Sensi,ITA,23,Inter,it Serie A,False,51,2,21,515,514,18,3,422,0,0,2,6,2148,2,3,7,3,4,567,24000000,723,1.6,0,15,1,7,1,23,181,449,2294,42,1,3,51,15,19,11,2252,1222,1865,1,1.6
Jonny Evans,NIR,31,Leicester City,eng Premier League,False,117,1,10,2372,1906,54,271,2088,0,1,0,1,732,1,1,4,1,39,2732,12000000,3383,2.6,0,9,0,0,3,17,278,1871,797,23,0,3,111,48,87,31,9494,5303,13768,0.6,2.6
Felipe dal Belo,BRA,35,SPAL,it Serie A,False,23,0,4,467,364,21,36,389,0,0,0,0,562,0,0,0,0,7,516,,997,0.6,0,2,0,1,0,4,112,355,614,6,0,1,32,14,21,8,1623,838,3279,0,0.6
Luke Shaw,ENG,24,Manchester Utd,eng Premier League,False,110,0,33,1296,1016,53,58,1121,0,0,0,1,2156,0,2,1,0,15,1329,17500000,1733,0.5,0,25,0,4,1,34,274,956,2302,42,0,1,78,34,49,24,5488,3281,6228,1.5,0.5
Nicolas Pallois,FRA,31,Nantes,fr Ligue 1,False,58,0,18,1024,736,29,138,881,0,1,0,1,1775,0,1,0,0,24,1231,2000000,1890,1.2,0,16,0,0,0,9,211,699,1882,14,0,2,73,59,83,25,4748,2778,6081,0.1,1.2
Mattia Perin,ITA,26,Genoa,it Serie A,False,0,0,0,735,302,0,0,456,0,0,0,0,1841,0,0,0,0,0,534,8000000,1890,0,0,0,0,0,0,2,3,299,1954,2,0,0,2,0,0,0,2122,1028,9879,0.1,0
Carlos Fernandez,ESP,23,Granada,es La Liga,False,36,3,58,627,1051,24,32,381,2,3,1,4,776,3,5,11,10,12,914,3200000,2201,8,0,37,0,1,4,28,539,660,843,47,1,6,121,24,36,13,3319,1471,1432,1.7,8.7
Tyrick Mitchell,ENG,19,Crystal Palace,eng Premier League,False,10,0,1,119,86,6,1,96,0,0,0,1,1579,0,0,0,0,1,114,0,195,0,0,1,0,0,0,4,48,80,1675,5,0,0,13,6,7,2,364,230,850,0.2,0
Kevin Prince Boateng,GHA,32,Fiorentina,it Serie A,False,11,0,14,199,366,5,6,155,0,0,0,0,287,0,2,2,1,3,259,3200000,599,1.7,0,11,0,0,2,17,119,214,311,19,0,0,21,3,6,2,736,204,369,0.3,1.7
Mike Maignan,FRA,23,Lille,fr Ligue 1,False,0,0,0,762,285,0,0,491,0,0,0,0,1412,0,0,0,0,0,530,17500000,2520,0,0,0,0,1,0,2,3,283,1506,3,0,0,2,0,0,0,2213,1331,12214,0,0
Souleymane Camara,SEN,36,Montpellier,fr Ligue 1,False,6,0,2,43,114,0,1,33,0,0,0,0,389,0,0,0,0,0,61,200000,163,0.4,0,2,0,0,0,6,33,53,429,6,0,0,8,1,1,0,219,82,170,0.5,0.4
Merih Demiral,TUR,21,Juventus,it Serie A,False,13,1,1,306,270,7,29,290,0,0,0,0,599,0,0,1,1,1,356,27000000,418,0.4,0,0,0,0,1,2,34,266,652,2,0,0,10,11,12,7,1259,536,1403,0.3,0.4
Alaixys Romao,TOG,35,Reims,fr Ligue 1,False,83,0,22,979,816,22,60,818,0,0,0,0,2018,1,3,2,0,18,1173,325000,1781,0.8,0,18,0,0,1,33,375,773,2152,36,0,0,125,59,77,36,4552,2128,3716,1,0.8
Wilfried Singo,CIV,18,Torino,it Serie A,False,2,0,4,70,66,1,4,53,0,0,1,1,2183,0,0,1,1,1,77,150000,132,0.2,0,4,0,0,0,4,11,59,2330,5,0,0,4,2,3,0,431,289,282,0.1,0.2
David Lopez,ESP,29,Espanyol,es La Liga,False,116,2,9,1376,1078,50,95,1109,0,2,0,0,1357,1,2,4,4,23,1583,6000000,2455,1.1,0,8,0,1,3,26,383,1014,1450,31,0,0,120,39,62,30,5359,2904,7736,1.1,1.1
Musa Juwara,GAM,17,Bologna,it Serie A,False,12,0,8,80,100,2,1,51,0,0,0,1,1146,0,0,0,1,1,102,800000,153,0.3,0,6,0,0,0,8,34,83,1226,9,0,0,7,3,4,0,946,670,296,0.2,0.3
Leopold Zingerle,GER,25,Paderborn 07,de Bundesliga,False,1,0,0,1217,691,1,0,1004,0,0,0,0,2538,0,0,0,0,0,1003,1200000,2520,0,0,0,0,1,0,1,8,686,2717,2,0,0,2,1,1,1,3657,1664,13283,0,0
Arnaut Groeneveld,NED,22,Bournemouth,eng Premier League,False,20,0,35,227,304,3,8,181,0,0,0,0,935,0,2,0,0,5,303,,630,1,0,22,0,1,0,5,78,241,1013,8,0,0,32,6,11,5,2143,1286,765,0.2,1
Aissa Mandi,ALG,27,Betis,es La Liga,False,64,0,9,1778,1479,46,144,1626,0,0,0,0,1432,0,0,1,0,24,1951,16000000,2576,1.2,0,8,0,0,1,17,175,1451,1526,17,0,0,54,33,57,16,6560,3212,11742,0.8,1.2
Alessandro Bastoni,ITA,20,Inter,it Serie A,False,93,0,15,1428,1173,34,74,1256,0,1,0,1,201,0,0,2,2,14,1553,31500000,1921,1.2,0,10,0,1,2,27,246,1159,217,31,0,1,67,38,52,21,7139,4455,8051,1.6,1.2
Goncalo Guedes,POR,22,Valencia,es La Liga,False,48,2,63,478,612,14,0,363,0,0,2,10,944,0,7,6,2,7,637,22500000,1266,1.3,0,47,0,0,4,28,239,500,1022,45,0,0,59,25,32,21,4371,2528,1400,1.6,1.3
Borja Iglesias,ESP,26,Betis,es La Liga,False,16,2,37,319,739,15,19,238,0,0,0,2,1063,1,1,4,3,5,480,14500000,1922,3.3,0,18,0,0,3,24,287,364,1143,27,0,0,56,5,10,5,1679,716,540,2,3.3
Martin Terrier,FRA,22,Lyon,fr Ligue 1,False,43,2,30,440,526,20,7,344,1,1,0,2,2306,1,1,5,1,12,557,10500000,1198,2,0,20,1,3,2,17,298,400,2467,25,0,1,75,21,33,15,2571,1579,1552,1.3,2
Lorenzo Tonelli,ITA,29,Sampdoria,it Serie A,False,25,0,6,368,286,14,24,307,0,0,0,0,2339,0,0,0,0,4,423,2800000,702,0.3,0,6,0,0,0,1,72,284,2504,1,0,0,23,17,21,11,1586,1098,2456,0,0.3
Didier Ndong,GAB,25,Dijon,fr Ligue 1,False,99,3,37,1429,1252,37,38,1256,0,2,0,0,1058,0,0,3,0,40,1652,3200000,2386,0.8,0,25,0,0,3,38,568,1176,1138,42,0,2,176,79,119,58,7253,3328,6135,2.2,0.8
Josip Brekalo,CRO,21,Wolfsburg,de Bundesliga,False,95,4,77,822,984,32,4,569,0,0,2,8,330,0,3,7,3,11,989,13500000,1670,3.4,0,43,0,13,5,53,337,787,362,82,0,5,91,18,29,15,5996,3549,3435,5.6,3.4
Alessandro Schopf,AUT,25,Schalke 04,de Bundesliga,False,30,1,50,678,734,24,9,566,0,0,0,0,2135,1,3,3,0,15,857,4000000,1432,1.3,0,28,1,2,1,22,301,591,2280,27,0,0,99,31,46,22,4012,2022,1826,0.8,1.3
Dennis Borkowski,GER,17,RB Leipzig,de Bundesliga,False,0,0,4,2,6,0,0,1,0,0,0,0,302,0,0,0,0,0,5,0,9,0,0,2,0,0,0,0,1,4,332,0,0,0,0,0,0,0,56,53,3,0,0
Philipp Pentke,GER,34,Hoffenheim,de Bundesliga,False,0,0,0,162,74,0,0,125,0,0,0,0,1823,0,0,0,0,0,136,300000,360,0,0,0,0,0,0,1,2,74,1934,1,0,0,0,0,0,0,387,200,1951,0,0
Yunus Malli,TUR,27,Union Berlin,de Bundesliga,False,13,1,11,213,290,8,4,152,0,0,0,0,1423,0,4,2,0,3,295,2800000,673,0.7,0,5,0,0,2,10,110,220,1517,15,0,1,26,9,12,4,1237,675,495,0.7,0.7
Ben Chilwell,ENG,22,Leicester City,eng Premier League,False,113,3,46,1955,1634,58,89,1527,0,1,0,1,459,0,0,7,3,20,2015,40000000,2373,1,0,25,0,7,7,53,412,1524,507,63,0,1,115,51,71,26,10254,6222,8345,3.6,1
Ionut Radu,ROU,22,Genoa,it Serie A,False,0,1,1,659,354,0,2,535,0,0,0,0,1925,0,0,2,0,0,504,9500000,1530,0,0,1,0,0,2,4,1,353,2045,4,0,0,0,0,0,0,1558,817,7574,0.1,0
Alessandro Semprini,ITA,21,Brescia,it Serie A,False,38,0,7,356,244,20,16,273,0,0,0,0,2146,0,0,0,1,3,349,200000,629,0.8,0,5,0,2,0,9,82,234,2292,11,0,0,17,10,13,3,1333,884,2428,0.4,0.8
Harold Moukoudi,CMR,21,Saint-Étienne,fr Ligue 1,False,26,0,13,573,467,21,51,499,0,0,0,0,1615,0,0,0,0,11,680,3200000,990,0.2,0,10,0,0,0,1,103,451,1715,1,0,0,40,29,40,19,2394,1302,2897,0,0.2
Manuel Lazzari,ITA,25,Lazio,it Serie A,False,40,3,73,1067,1018,25,38,845,0,0,0,1,1291,0,3,6,0,4,1126,14500000,2548,1.4,0,42,0,1,4,53,243,878,1380,60,2,2,72,20,24,13,7712,5657,3044,3.5,1.4
Matthew Longstaff,ENG,19,Newcastle Utd,eng Premier League,False,11,0,7,237,206,3,2,193,0,0,0,0,1351,0,0,1,2,6,270,3600000,575,0.4,0,5,0,0,1,6,189,192,1443,6,0,0,34,6,12,3,598,228,653,0.2,0.4
Roberto Pereyra,ARG,28,Watford,eng Premier League,False,44,0,61,654,876,39,5,538,0,1,0,4,1833,1,4,1,3,11,855,9000000,1648,1.7,0,28,0,6,0,26,340,621,1944,42,0,1,90,16,27,10,4696,2711,1978,1.8,2.5
Oscar Duarte,CRC,30,Levante,es La Liga,False,7,0,1,221,181,11,45,190,0,0,0,0,677,0,0,1,0,3,289,725000,485,0.1,0,1,0,0,1,3,49,179,737,4,0,1,19,11,14,7,908,457,1633,0,0.1
Victor Perea,ESP,19,Espanyol,es La Liga,False,41,0,10,696,519,32,25,507,0,2,0,0,1826,0,3,0,0,17,674,,1270,0.1,0,5,0,4,0,17,182,446,1937,26,0,0,43,18,35,9,2968,1764,3227,0.6,0.1
Gleison Bremer,BRA,22,Torino,it Serie A,False,50,1,18,1125,852,68,149,921,0,0,0,0,331,0,2,0,3,51,1449,,2270,1.3,0,15,0,0,0,12,430,834,363,14,0,0,134,71,122,40,5318,2893,5946,0.2,1.3
Baptiste Reynet,FRA,28,Toulouse,fr Ligue 1,False,1,0,0,845,354,0,2,517,0,0,0,0,1967,0,0,0,0,0,612,2400000,2035,0,0,0,0,2,0,3,5,353,2097,5,0,0,1,0,0,0,2441,1516,12949,0.1,0
Leon Goretzka,GER,24,Bayern Munich,de Bundesliga,False,77,5,29,924,922,21,10,799,0,0,0,4,915,2,3,15,6,19,1077,40000000,1512,5.1,0,20,0,0,11,46,280,803,989,56,2,3,86,29,48,21,4107,2247,2976,3,5.1
Valerio Verre,ITA,25,Hellas Verona,it Serie A,False,62,2,45,709,1011,12,14,524,0,1,1,3,2424,1,2,8,3,11,907,3200000,1774,4.1,0,25,0,4,5,38,347,711,2596,51,1,3,113,24,35,17,4170,2403,1984,2.9,5.6
Chris Smalling,ENG,29,Roma,it Serie A,False,55,2,9,1440,1150,60,166,1306,0,0,0,0,2203,0,1,4,3,23,1708,16000000,2566,1.9,0,7,0,0,3,22,187,1122,2350,24,1,1,62,36,59,23,5537,2661,7406,1.2,1.9
Ruben Loftus Cheek,ENG,23,Chelsea,eng Premier League,False,8,1,2,131,147,3,3,116,0,0,0,0,1347,0,0,1,0,0,144,24000000,208,0.5,0,2,0,0,1,2,21,116,1439,2,0,0,10,0,0,0,631,320,338,0.3,0.5
Phillipp Mwene,AUT,25,Mainz 05,de Bundesliga,False,12,0,4,155,73,13,15,93,0,0,0,0,1649,0,0,0,0,3,151,800000,315,0,0,2,0,1,0,1,61,63,1749,2,0,0,17,15,18,6,520,268,797,0.1,0
Rodrigo de Paul,ARG,25,Udinese,it Serie A,False,168,6,96,1843,1808,51,10,1377,1,4,2,6,583,1,5,16,7,23,2062,20000000,2822,5.4,0,61,4,27,6,95,693,1617,634,141,2,4,186,63,86,37,13612,8596,7936,7,5.4
Luka Milivojevic,SRB,28,Crystal Palace,eng Premier League,False,104,1,17,1506,1023,47,66,1161,0,3,0,1,1568,0,0,3,3,27,1529,20000000,2513,1,0,12,1,25,2,17,519,970,1664,46,0,0,135,60,87,37,4507,1967,8188,1.8,2.5
Dan Gosling,ENG,29,Bournemouth,eng Premier League,False,40,1,14,510,549,38,27,405,0,0,0,0,918,0,2,1,3,12,708,2000000,1264,2.1,0,6,0,0,1,15,356,449,992,18,0,1,92,28,40,20,1791,744,1624,1,2.1
Hans Hateboer,NED,25,Atalanta,it Serie A,False,79,4,25,1438,1344,42,35,1219,0,0,0,3,984,0,0,9,0,9,1475,12000000,2356,1.6,0,10,1,6,8,80,346,1177,1062,91,0,2,105,42,51,24,6569,4049,6090,3.6,1.6
Kenny McLean,SCO,27,Norwich City,eng Premier League,False,141,1,49,1689,1623,47,69,1324,0,1,0,2,1519,0,2,2,1,24,1950,3500000,2968,1.5,0,36,0,6,2,46,590,1403,1616,59,0,2,160,48,72,31,7143,3554,7805,2.2,1.5
Matthew Lowton,ENG,30,Burnley,eng Premier League,False,64,1,18,726,471,42,79,497,0,1,0,0,1372,0,1,1,0,16,769,4000000,1530,0,0,11,0,0,1,16,202,436,1466,18,0,0,60,44,60,24,2042,1200,4195,1,0
